Time,Temperature,On Time
172887,178,186,82.1
172915,178,184,82.1
172945,178,184,82.1
172974,178,184,82.1
173003,178,184,92.12
173032,178,186,92.12
173061,178,185,92.12
173090,178,185,92.12
173119,178,186,82.13
173149,178,184,82.13
173177,178,184,82.13
173207,178,184,82.13
173236,178,185,87.14
173264,178,185,87.14
173294,178,185,87.14
173323,178,184,87.14
173352,178,184,92.17
173381,178,184,92.17
173411,178,184,92.17
173440,178,186,92.17
173469,178,186,82.17
173498,178,186,82.17
173527,178,190,82.17
173556,178,184,82.17
173585,178,184,92.2
173615,178,184,92.2
173643,178,185,92.2
173673,178,186,92.2
173702,178,185,87.21
173730,178,184,87.21
173760,178,184,87.21
173789,178,184,87.21
173818,178,184,92.23
173847,178,186,92.23
173877,178,185,92.23
173905,178,186,92.23
173935,178,184,92.26
173964,178,184,92.26
173992,178,184,92.26
174022,178,184,92.26
174051,178,186,82.27
174081,178,186,82.27
174109,178,186,82.27
174139,178,184,82.27
174168,178,184,92.29
174196,178,184,92.29
174226,178,184,92.29
174255,178,186,92.29
174284,178,186,82.3
174313,178,184,82.3
174343,178,184,82.3
174371,178,184,82.3
174401,178,184,92.32
174430,178,187,92.32
174458,178,187,92.32
174488,178,186,92.32
174517,178,186,82.33
174546,178,184,82.33
174575,178,184,82.33
174605,178,184,82.33
174633,178,186,82.33
174662,178,186,82.33
174692,178,186,82.33
174721,178,184,82.33
174750,178,184,92.36
174779,178,184,92.36
174809,178,184,92.36
174837,178,186,92.36
174867,178,186,82.37
174896,178,186,82.37
174924,178,184,82.37
174954,178,184,82.37
174983,178,184,92.39
175012,178,184,92.39
175041,178,187,92.39
175071,178,187,92.39
175099,178,187,77.39
175128,178,190,77.39
175158,178,184,77.39
175186,178,184,77.39
175216,178,184,92.42
175245,178,186,92.42
175275,178,185,92.42
175303,178,186,92.42
175333,178,184,92.44
175362,178,184,92.44
175390,178,184,92.44
175420,178,184,92.44
175449,178,186,82.45
175478,178,186,82.45
175507,178,186,82.45
175537,178,185,82.45
175565,178,185,87.47
175594,178,185,87.47
175624,178,185,87.47
175652,178,186,87.47
175682,178,187,77.46
175711,178,185,77.46
175740,178,184,77.46
175769,178,185,77.46
175799,178,185,87.48
175827,178,185,87.48
175856,178,187,87.48
175886,178,186,87.48
175915,178,187,77.48
175944,178,184,77.48
175973,178,185,77.48
176003,178,185,77.48
176031,178,187,77.48
176060,178,187,77.48
176090,178,187,77.48
176118,178,191,77.48
176148,178,185,87.5
176177,178,185,87.5
176206,178,185,87.5
176235,178,187,87.5
176265,178,187,77.49
176293,178,187,77.49
176322,178,185,77.49
176352,178,185,77.49
176380,178,185,87.51
176410,178,186,87.51
176439,178,187,87.51
176468,178,187,87.51
176497,178,187,77.51
176526,178,185,77.51
176556,178,186,77.51
176584,178,186,77.51
176614,178,185,87.53
176643,178,187,87.53
176672,178,187,87.53
176701,178,187,87.53
176731,178,191,57.49
176759,178,186,57.49
176788,178,185,57.49
176818,178,186,57.49
176846,178,187,77.49
176876,178,187,77.49
176905,178,187,77.49
176934,178,186,77.49
176963,178,186,82.5
176992,178,185,82.5
177021,178,186,82.5
177050,178,187,82.5
177080,178,188,72.49
177108,178,185,72.49
177138,178,186,72.49
177167,178,186,72.49
177197,178,186,82.5
177225,178,186,82.5
177254,178,188,82.5
177284,178,187,82.5
177312,178,185,87.52
177342,178,186,87.52
177371,178,186,87.52
177400,178,186,87.52
177429,178,186,82.53
177458,178,187,82.53
177487,178,187,82.53
177516,178,186,82.53
177546,178,186,82.54
177574,178,186,82.54
177604,178,186,82.54
177633,178,188,82.54
177662,178,188,72.53
177691,178,188,72.53
177720,178,187,72.53
177750,178,186,72.53
177778,178,186,82.54
177808,178,186,82.54
177837,178,187,82.54
177866,178,188,82.54
177895,178,187,77.54
177924,178,186,77.54
177953,178,187,77.54
177982,178,187,77.54
178012,178,187,77.54
178040,178,187,77.54
178070,178,187,77.54
178099,178,187,77.54
178128,178,186,82.55
178157,178,187,82.55
178186,178,186,82.55
178215,178,186,82.55
178244,178,187,77.55
178274,178,188,77.55
178302,178,189,77.55
178332,178,187,77.55
178361,178,187,77.55
178390,178,187,77.55
178419,178,187,77.55
178448,178,187,77.55
178478,178,188,72.54
178506,178,186,72.54
178536,178,186,72.54
178565,179,187,72.54
178594,179,187,77.54
178623,179,187,77.54
178652,179,188,77.54
178681,179,188,77.54
178710,179,193,47.49
178740,179,186,47.49
178768,179,187,47.49
178798,179,187,47.49
178827,179,187,77.49
178855,179,187,77.49
178885,179,187,77.49
178914,179,186,77.49
178944,179,186,82.5
178972,179,187,82.5
179002,179,186,82.5
179031,179,188,82.5
179060,179,188,72.49
179089,179,189,72.49
179118,179,187,72.49
179147,179,187,72.49
179176,179,186,82.5
179206,179,187,82.5
179234,179,189,82.5
179264,179,188,82.5
179293,179,188,72.5
179321,179,193,72.5
179351,179,187,72.5
179380,179,186,72.5
179409,179,187,77.5
179438,179,188,77.5
179468,179,188,77.5
179496,179,188,77.5
179526,179,187,77.5
179555,179,187,77.5
179584,179,187,77.5
179613,179,186,77.5
179642,179,188,72.49
179672,179,187,72.49
179700,179,188,72.49
179730,179,187,72.49
179759,179,186,82.51
179787,179,186,82.51
179817,179,187,82.51
179846,179,189,82.51
179875,179,188,72.5
179904,179,187,72.5
179934,179,186,72.5
179962,179,186,72.5
179992,179,187,77.5
180021,179,187,77.5
180049,179,188,77.5
180079,179,188,77.5
180108,179,186,82.52
180137,179,187,82.52
180166,179,187,82.52
180196,179,186,82.52
180225,179,187,77.52
180253,179,189,77.52
180283,179,188,77.52
180312,179,187,77.52
180341,179,187,77.53
180370,179,186,77.53
180400,179,186,77.53
180428,179,186,77.53
180458,179,188,72.52
180487,179,188,72.52
180515,179,187,72.52
180545,179,187,72.52
180574,179,187,77.52
180603,179,187,77.52
180632,179,188,77.52
180662,179,188,77.52
180690,179,187,77.53
180719,179,187,77.53
180749,179,187,77.53
180777,179,187,77.53
180807,179,187,77.53
180836,179,187,77.53
180866,179,189,77.53
180894,179,189,77.53
180924,179,187,77.54
180953,179,187,77.54
180981,179,187,77.54
181011,179,187,77.54
181040,179,187,77.54
181069,179,188,77.54
181098,179,188,77.54
181128,179,187,77.54
181156,179,187,77.55
181185,179,187,77.55
181215,179,186,77.55
181243,179,189,77.55
181273,179,188,72.54
181302,179,187,72.54
181331,179,187,72.54
181360,179,187,72.54
181390,179,186,82.56
181419,179,187,82.56
181447,179,188,82.56
181477,179,188,82.56
181506,179,188,72.56
181535,179,187,72.56
181564,179,187,72.56
181594,179,186,72.56
181622,179,186,82.57
181651,179,187,82.57
181681,179,188,82.57
181709,179,188,82.57
181739,179,187,77.58
181768,179,186,77.58
181797,179,187,77.58
181826,179,187,77.58
181856,179,189,67.56
181884,179,188,67.56
181913,179,187,67.56
181943,179,187,67.56
181971,179,187,77.57
182001,179,187,77.57
182030,179,188,77.57
182060,179,188,77.57
182088,179,188,72.57
182117,179,187,72.57
182147,179,186,72.57
182175,179,187,72.57
182205,179,186,82.58
182234,179,188,82.58
182263,179,188,82.58
182292,179,188,82.58
182322,179,187,77.59
182350,179,186,77.59
182379,179,187,77.59
182409,179,186,77.59
182437,179,188,72.59
182467,179,189,72.59
182496,179,188,72.59
182525,179,187,72.59
182554,179,187,77.59
182583,179,187,77.59
182612,179,187,77.59
182641,179,187,77.59
182671,179,188,72.59
182700,179,188,72.59
182729,179,187,72.59
182758,179,187,72.59
182788,179,186,82.61
182816,179,187,82.61
182845,179,189,82.61
182875,179,188,82.61
182903,179,189,67.6
182933,179,187,67.6
182962,179,187,67.6
182991,179,187,67.6
183020,179,187,77.6
183049,179,188,77.6
183078,179,189,77.6
183107,179,187,77.6
183137,179,187,77.61
183165,179,187,77.61
183195,179,187,77.61
183224,179,187,77.61
183254,179,188,72.61
183282,179,188,72.61
183311,179,187,72.61
183341,179,186,72.61
183369,179,187,77.62
183399,179,187,77.62
183428,179,187,77.62
183457,179,189,77.62
183486,179,189,67.61
183515,179,187,67.61
183544,179,187,67.61
183573,179,187,67.61
183603,179,187,77.61
183631,179,188,77.61
183661,179,189,77.61
183690,179,188,77.61
183719,179,187,77.62
183748,179,187,77.62
183777,179,187,77.62
183806,179,187,77.62
183835,179,189,67.61
183865,179,188,67.61
183894,179,188,67.61
183923,179,187,67.61
183952,179,187,77.62
183981,179,187,77.62
184010,179,187,77.62
184039,179,188,77.62
184069,179,188,72.62
184097,179,190,72.62
184127,179,187,72.62
184156,179,187,72.62
184185,179,187,77.63
184214,179,187,77.63
184243,179,188,77.63
184272,179,189,77.63
184301,179,188,72.63
184331,179,187,72.63
184359,179,187,72.63
184389,179,187,72.63
184418,179,187,77.64
184446,179,190,77.64
184476,179,189,77.64
184505,179,189,77.64
184535,179,193,47.59
184563,179,187,47.59
184593,179,187,47.59
184622,179,187,47.59
184651,179,188,72.59
184680,179,189,72.59
184709,179,187,72.59
184738,179,187,72.59
184767,179,187,77.6
184797,179,187,77.6
184825,179,187,77.6
184855,179,189,77.6
184884,179,189,67.59
184912,179,187,67.59
184942,179,187,67.59
184971,179,187,67.59
185000,179,187,77.6
185029,179,187,77.6
185059,179,188,77.6
185088,179,189,77.6
185117,179,187,77.61
185146,179,187,77.61
185175,179,187,77.61
185204,179,187,77.61
185233,179,189,67.6
185263,179,189,67.6
185291,179,189,67.6
185321,179,187,67.6
185350,179,187,77.61
185378,179,187,77.61
185408,179,187,77.61
185437,179,189,77.61
185466,179,189,67.6
185495,179,190,67.6
185525,179,187,67.6
185553,179,187,67.6
185583,179,187,77.61
185612,179,187,77.61
185640,179,190,77.61
185670,179,189,77.61
185699,179,189,67.61
185729,180,187,67.61
185757,180,187,67.61
185787,180,187,67.61
185816,180,187,77.62
185844,180,189,77.62
185874,180,189,77.62
185903,180,189,77.62
185932,180,187,77.63
185961,180,187,77.63
185991,180,187,77.63
186019,180,187,77.63
186049,180,190,62.61
186078,180,190,62.61
186106,180,187,62.61
186136,180,187,62.61
186165,180,187,77.62
186194,180,187,77.62
186223,180,187,77.62
186253,180,189,77.62
186281,180,189,67.62
186310,180,187,67.62
186340,180,187,67.62
186369,180,187,67.62
186398,180,187,77.63
186427,180,187,77.63
186457,180,189,77.63
186485,180,189,77.63
186515,180,187,77.64
186544,180,187,77.64
186572,180,187,77.64
186602,180,187,77.64
186631,180,189,67.63
186660,180,189,67.63
186689,180,190,67.63
186719,180,187,67.63
186747,180,187,77.65
186776,180,187,77.65
186806,180,187,77.65
186834,180,189,77.65
186864,180,190,62.63
186893,180,187,62.63
186923,180,187,62.63
186951,180,187,62.63
186981,180,187,77.64
187010,180,187,77.64
187038,180,190,77.64
187068,180,190,77.64
187097,180,189,67.64
187126,180,188,67.64
187155,180,187,67.64
187185,180,187,67.64
187213,180,187,77.65
187242,180,189,77.65
187272,180,189,77.65
187300,180,189,77.65
187330,180,187,77.66
187359,180,187,77.66
187388,180,187,77.66
187417,180,187,77.66
187447,180,189,67.66
187475,180,190,67.66
187504,180,187,67.66
187534,180,187,67.66
187563,180,187,77.67
187592,180,187,77.67
187621,180,187,77.67
187651,180,189,77.67
187679,180,190,62.66
187708,180,187,62.66
187738,180,187,62.66
187766,180,187,62.66
187796,180,187,77.67
187825,180,187,77.67
187854,180,189,77.67
187883,180,189,77.67
187913,180,187,77.68
187941,180,187,77.68
187970,180,187,77.68
188000,180,187,77.68
188028,180,187,77.7
188058,180,189,77.7
188087,180,190,77.7
188116,180,187,77.7
188145,180,187,77.71
188174,180,187,77.71
188204,180,187,77.71
188232,180,189,77.71
188262,180,189,67.71
188291,180,189,67.71
188320,180,187,67.71
188349,180,187,67.71
188379,180,187,77.72
188407,180,187,77.72
188436,180,188,77.72
188466,180,189,77.72
188494,180,189,67.72
188524,180,187,67.72
188553,180,187,67.72
188582,180,187,67.72
188611,180,187,77.73
188640,180,190,77.73
188669,180,190,77.73
188698,180,190,77.73
188728,180,188,72.74
188756,180,187,72.74
188786,180,187,72.74
188815,180,187,72.74
188845,180,189,67.74
188873,180,188,67.74
188902,180,187,67.74
188932,180,187,67.74
188960,180,187,77.75
188990,180,187,77.75
189019,180,187,77.75
189048,180,188,77.75
189077,180,188,72.76
189106,180,187,72.76
189135,180,187,72.76
189164,180,187,72.76
189194,180,187,77.77
189222,180,187,77.77
189252,180,188,77.77
189281,180,190,77.77
189310,180,187,77.79
189339,180,187,77.79
189368,180,187,77.79
189398,180,187,77.79
189426,180,187,77.81
189456,180,190,77.81
189485,180,189,77.81
189514,180,187,77.81
189543,180,187,77.83
189572,180,187,77.83
189601,180,187,77.83
189630,180,190,77.83
189660,180,190,62.81
189688,180,188,62.81
189718,180,193,62.81
189747,180,187,62.81
189776,180,187,77.83
189805,180,187,77.83
189834,180,188,77.83
189863,180,188,77.83
189892,180,189,67.83
189922,180,187,67.83
189950,180,187,67.83
189980,180,187,67.83
190009,180,187,77.84
190038,180,188,77.84
190067,180,189,77.84
190096,180,188,77.84
190126,180,187,77.86
190154,180,187,77.86
190184,180,187,77.86
190213,180,187,77.86
190242,180,189,67.86
190271,180,189,67.86
190300,180,187,67.86
190329,180,187,67.86
190358,180,187,77.88
190388,180,187,77.88
190416,180,187,77.88
190446,180,189,77.88
190475,180,189,67.88
190503,180,187,67.88
190533,180,187,67.88
190562,180,187,67.88
190592,180,187,77.89
190620,180,187,77.89
190650,180,189,77.89
190679,180,189,77.89
190708,180,187,77.91
190737,180,187,77.91
190766,180,187,77.91
190795,180,187,77.91
190824,180,187,77.93
190854,180,189,77.93
190882,180,189,77.93
190912,180,187,77.93
190941,180,187,77.95
190969,180,188,77.95
190999,180,187,77.95
191028,180,187,77.95
191057,180,189,67.95
191086,180,188,67.95
191116,180,187,67.95
191144,180,187,67.95
191174,180,187,77.97
191203,180,187,77.97
191232,180,190,77.97
191261,180,190,77.97
191290,180,190,62.96
191320,180,193,62.96
191348,180,187,62.96
191378,180,187,62.96
191407,180,187,77.98
191435,180,189,77.98
191465,180,189,77.98
191494,180,188,77.98
191523,180,187,78.0
191552,180,187,78.0
191582,180,187,78.0
191610,180,187,78.0
191640,180,189,68.0
191669,180,189,68.0
191697,180,187,68.0
191727,180,187,68.0
191756,180,187,78.02
191785,180,187,78.02
191814,180,187,78.02
191844,180,188,78.02
191873,180,190,63.01
191901,180,187,63.01
191931,180,187,63.01
191960,180,187,63.01
191989,180,187,78.03
192018,180,187,78.03
192048,180,189,78.03
192076,180,189,78.03
192106,180,189,68.03
192135,180,187,68.03
192163,180,187,68.03
192193,180,187,68.03
192222,180,187,78.05
192251,180,189,78.05
192280,180,189,78.05
192310,180,188,78.05
192338,180,187,78.07
192367,180,187,78.07
192397,180,187,78.07
192425,180,187,78.07
192455,180,188,73.08
192484,180,188,73.08
192514,180,187,73.08
192542,180,187,73.08
192572,180,187,78.1
192601,180,187,78.1
192629,180,188,78.1
192659,180,189,78.1
192688,180,190,63.09
192717,180,187,63.09
192746,180,187,63.09
192776,180,187,63.09
192804,180,187,78.11
192833,180,190,78.11
192863,181,189,78.11
192891,181,190,78.11
192921,181,193,48.07
192950,181,187,48.07
192979,181,187,48.07
193008,181,187,48.07
193038,181,189,68.08
193067,181,189,68.08
193095,181,189,68.08
193125,181,187,68.08
193154,181,187,78.1
193183,181,187,78.1
193212,181,187,78.1
193242,181,189,78.1
193270,181,189,68.1
193299,181,187,68.1
193329,181,187,68.1
193357,181,187,68.1
193387,181,187,78.12
193416,181,187,78.12
193445,181,189,78.12
193474,181,189,78.12
193504,181,190,63.12
193532,181,187,63.12
193561,181,187,63.12
193591,181,187,63.12
193619,181,187,78.14
193649,181,189,78.14
193678,181,189,78.14
193708,181,189,78.14
193736,181,187,78.16
193765,181,187,78.16
193795,181,187,78.16
193823,181,187,78.16
193853,181,190,63.15
193882,181,189,63.15
193911,181,188,63.15
193940,181,187,63.15
193970,181,187,78.18
193998,181,187,78.18
194027,181,187,78.18
194057,181,190,78.18
194085,181,189,68.18
194115,181,187,68.18
194144,181,187,68.18
194173,181,187,68.18
194202,181,187,78.2
194231,181,189,78.2
194260,181,189,78.2
194289,181,189,78.2
194319,181,187,78.23
194348,181,187,78.23
194377,181,187,78.23
194406,181,187,78.23
194436,181,189,68.23
194464,181,190,68.23
194493,181,190,68.23
194523,181,187,68.23
194551,181,187,78.25
194581,181,187,78.25
194610,181,187,78.25
194639,181,189,78.25
194668,181,190,63.25
194697,181,187,63.25
194726,181,187,63.25
194755,181,187,63.25
194785,181,187,78.27
194813,181,187,78.27
194843,181,190,78.27
194872,181,189,78.27
194902,181,189,68.28
194930,181,187,68.28
194959,181,187,68.28
194989,181,187,68.28
195017,181,187,78.3
195047,181,189,78.3
195076,181,188,78.3
195105,181,190,78.3
195134,181,187,78.33
195163,181,187,78.33
195192,181,187,78.33
195221,181,187,78.33
195251,181,189,68.33
195279,181,189,68.33
195309,181,187,68.33
195338,181,187,68.33
195367,181,187,78.36
195396,181,187,78.36
195425,181,187,78.36
195454,181,190,78.36
195483,181,189,68.36
195513,181,187,68.36
195542,181,187,68.36
195571,181,187,68.36
195600,181,187,78.39
195629,181,187,78.39
195658,181,189,78.39
195687,181,189,78.39
195717,181,187,78.41
195745,181,187,78.41
195775,181,187,78.41
195804,181,187,78.41
195833,181,189,68.42
195862,181,189,68.42
195891,181,189,68.42
195920,181,187,68.42
195949,181,187,78.44
195979,181,187,78.44
196007,181,187,78.44
196037,181,189,78.44
196066,181,190,63.44
196094,181,187,63.44
196124,181,187,63.44
196153,181,187,63.44
196183,181,187,78.47
196211,181,187,78.47
196241,181,190,78.47
196270,181,190,78.47
196299,181,189,68.47
196328,181,187,68.47
196357,181,187,68.47
196386,181,187,68.47
196415,181,187,78.5
196445,181,190,78.5
196473,181,189,78.5
196503,181,189,78.5
196532,181,187,78.53
196560,181,187,78.53
196590,181,188,78.53
196619,181,187,78.53
196648,181,189,68.53
196677,181,189,68.53
196707,181,187,68.53
196736,181,187,68.53
196765,181,187,78.56
196794,181,187,78.56
196823,181,187,78.56
196852,181,189,78.56
196881,181,189,68.57
196911,181,187,68.57
196939,181,187,68.57
196969,181,187,68.57
196998,181,187,78.59
197026,181,188,78.59
197056,181,190,78.59
197085,181,190,78.59
197114,181,187,78.62
197143,181,187,78.62
197173,181,187,78.62
197201,181,187,78.62
197231,181,189,68.63
197260,181,189,68.63
197288,181,189,68.63
197318,181,187,68.63
197347,181,187,78.66
197377,181,187,78.66
197405,181,187,78.66
197435,181,190,78.66
197464,181,189,68.66
197492,181,189,68.66
197522,181,187,68.66
197551,181,187,68.66
197580,181,187,78.69
197609,181,187,78.69
197639,181,189,78.69
197667,181,189,78.69
197697,181,190,63.69
197726,181,187,63.69
197754,181,187,63.69
197784,181,187,63.69
197813,181,187,78.72
197842,181,189,78.72
197871,181,189,78.72
197901,181,189,78.72
197929,181,187,78.75
197958,181,187,78.75
197988,181,187,78.75
198017,181,187,78.75
198046,181,190,63.75
198075,181,190,63.75
198105,181,194,63.75
198133,181,188,63.75
198163,181,187,78.77
198192,181,188,78.77
198220,181,188,78.77
198250,181,189,78.77
198279,181,189,68.78
198308,181,187,68.78
198337,181,187,68.78
198367,181,188,68.78
198395,181,187,78.81
198424,181,187,78.81
198454,181,189,78.81
198482,181,189,78.81
198512,181,187,78.84
198541,181,188,78.84
198571,181,188,78.84
198599,181,187,78.84
198629,181,187,78.87
198658,181,190,78.87
198686,181,190,78.87
198716,181,188,78.87
198745,181,187,78.9
198774,181,188,78.9
198803,181,187,78.9
198833,181,190,78.9
198861,181,190,63.9
198890,181,189,63.9
198920,181,188,63.9
198948,181,187,63.9
198978,181,188,73.92
199007,181,188,73.92
199036,181,190,73.92
199065,181,189,73.92
199095,181,189,68.93
199123,181,187,68.93
199152,181,187,68.93
199182,181,187,68.93
199211,181,187,78.96
199240,181,189,78.96
199269,181,189,78.96
199299,181,190,78.96
199327,181,187,78.99
199356,181,187,78.99
199386,181,187,78.99
199414,181,188,78.99
199444,181,189,69.0
199473,181,190,69.0
199502,181,188,69.0
199531,181,187,69.0
199561,181,187,79.03
199589,181,187,79.03
199618,181,187,79.03
199648,181,190,79.03
199676,181,190,64.04
199706,181,193,64.04
199735,181,187,64.04
199764,181,187,64.04
199793,181,188,74.06
199822,181,187,74.06
199852,181,189,74.06
199880,181,189,74.06
199910,181,187,79.09
199939,181,188,79.09
199968,181,187,79.09
199997,182,187,79.09
200027,182,187,79.12
200055,182,189,79.12
200084,182,190,79.12
200114,182,187,79.12
200142,182,188,74.14
200172,182,187,74.14
200201,182,187,74.14
200230,182,190,74.14
200259,182,189,69.15
200288,182,190,69.15
200317,182,188,69.15
200346,182,187,69.15
200376,182,187,79.19
200404,182,187,79.19
200434,182,189,79.19
200463,182,189,79.19
200493,182,189,69.2
200521,182,187,69.2
200550,182,187,69.2
200580,182,188,69.2
200608,182,188,74.22
200638,182,190,74.22
200667,182,189,74.22
200696,182,190,74.22
200725,182,187,79.25
200754,182,187,79.25
200783,182,187,79.25
200812,182,187,79.25
200842,182,190,64.26
200870,182,189,64.26
200900,182,187,64.26
200929,182,187,64.26
200958,182,187,79.29
200987,182,187,79.29
201016,182,188,79.29
201046,182,189,79.29
201074,182,189,69.3
201104,182,187,69.3
201133,182,187,69.3
201162,182,187,69.3
201191,182,187,79.33
201220,182,187,79.33
201249,182,190,79.33
201278,182,190,79.33
201308,182,190,64.34
201336,182,187,64.34
201366,182,187,64.34
201395,182,188,64.34
201424,182,187,79.37
201453,182,190,79.37
201482,182,189,79.37
201511,182,187,79.37
201540,182,187,79.4
201570,182,187,79.4
201598,182,187,79.4
201628,182,187,79.4
201657,182,190,64.41
201686,182,189,64.41
201715,182,187,64.41
201744,182,187,64.41
201774,182,187,79.44
201802,182,187,79.44
201832,182,189,79.44
201861,182,189,79.44
201890,182,190,64.45
201919,182,187,64.45
201948,182,187,64.45
201977,182,187,64.45
202006,182,187,79.48
202036,182,189,79.48
202064,182,189,79.48
202094,182,189,79.48
202123,182,187,79.52
202151,182,187,79.52
202181,182,187,79.52
202210,182,187,79.52
202240,182,190,64.52
202268,182,190,64.52
202298,182,188,64.52
202327,182,188,64.52
202356,182,187,79.56
202385,182,187,79.56
202414,182,187,79.56
202443,182,189,79.56
202472,182,189,69.57
202502,182,187,69.57
202530,182,187,69.57
202560,182,187,69.57
202589,182,187,79.61
202617,182,187,79.61
202647,182,189,79.61
202676,182,190,79.61
202705,182,189,69.62
202734,182,187,69.62
202764,182,187,69.62
202792,182,187,69.62
202822,182,187,79.66
202851,182,190,79.66
202880,182,189,79.66
202909,182,187,79.66
202938,182,187,79.69
202968,182,187,79.69
202996,182,187,79.69
203026,182,187,79.69
203055,182,189,69.71
203083,182,189,69.71
203113,182,187,69.71
203142,182,187,69.71
203171,182,187,79.74
203200,182,187,79.74
203230,182,187,79.74
203258,182,189,79.74
203288,182,190,64.75
203317,182,187,64.75
203345,182,187,64.75
203375,182,187,64.75
203404,182,187,79.79
203433,182,189,79.79
203462,182,189,79.79
203492,182,189,79.79
203521,182,187,79.82
203549,182,187,79.82
203579,182,187,79.82
203608,182,187,79.82
203637,182,189,69.84
203666,182,189,69.84
203696,182,189,69.84
203724,182,187,69.84
203754,182,187,79.87
203783,182,187,79.87
203811,182,187,79.87
203841,182,189,79.87
203870,182,190,64.88
203899,182,187,64.88
203928,182,187,64.88
203958,182,187,64.88
203986,182,187,79.92
204015,182,187,79.92
204045,182,190,79.92
204073,182,189,79.92
204103,182,189,69.94
204132,182,187,69.94
204162,182,187,69.94
204190,182,187,69.94
204220,182,187,79.97
204249,182,189,79.97
204277,182,189,79.97
204307,182,189,79.97
204336,182,187,80.01
204365,182,187,80.01
204394,182,187,80.01
204424,182,187,80.01
204452,182,189,70.03
204481,182,190,70.03
204511,182,187,70.03
204539,182,187,70.03
204569,182,187,80.07
204598,182,187,80.07
204627,182,187,80.07
204656,182,189,80.07
204686,182,189,70.08
204715,182,187,70.08
204743,182,187,70.08
204773,182,187,70.08
204802,182,187,80.12
204831,182,189,80.12
204860,182,190,80.12
204890,182,189,80.12
204918,182,189,70.14
204947,182,187,70.14
204977,182,187,70.14
205005,182,187,70.14
205035,182,189,70.16
205064,182,189,70.16
205093,182,189,70.16
205122,182,187,70.16
205152,182,187,80.2
205180,182,187,80.2
205209,182,187,80.2
205239,182,189,80.2
205267,182,189,70.22
205297,182,189,70.22
205326,182,187,70.22
205356,182,187,70.22
205384,182,187,80.26
205413,182,187,80.26
205443,182,189,80.26
205471,182,190,80.26
205501,182,190,65.27
205530,182,187,65.27
205559,182,187,65.27
205588,182,187,65.27
205618,182,187,80.31
205646,182,189,80.31
205675,182,189,80.31
205705,182,189,80.31
205733,182,187,80.35
205763,182,187,80.35
205792,182,187,80.35
205821,182,187,80.35
205850,182,189,70.36
205879,182,190,70.36
205908,182,187,70.36
205937,182,187,70.36
205967,182,187,80.4
205996,182,187,80.4
206025,182,187,80.4
206054,182,189,80.4
206084,182,189,70.42
206112,182,187,70.42
206141,182,187,70.42
206171,182,187,70.42
206199,182,187,80.46
206229,182,187,80.46
206258,182,189,80.46
206287,182,189,80.46
206316,182,187,80.5
206345,182,187,80.5
206374,182,187,80.5
206403,182,187,80.5
206433,182,189,70.53
206461,182,190,70.53
206491,182,190,70.53
206520,182,193,70.53
206550,182,187,80.57
206578,182,187,80.57
206607,182,187,80.57
206637,182,189,80.57
206665,182,189,70.59
206695,182,188,70.59
206724,182,187,70.59
206753,182,187,70.59
206782,182,187,80.63
206811,182,187,80.63
206840,182,189,80.63
206869,182,189,80.63
206899,182,189,70.65
206927,182,187,70.65
206957,182,187,70.65
206986,182,187,70.65
207015,182,187,80.69
207044,182,189,80.69
207073,182,190,80.69
207102,182,190,80.69
207131,182,187,80.73
207161,183,187,80.73
207190,183,187,80.73
207219,183,187,80.73
207248,183,189,70.75
207277,183,189,70.75
207306,183,187,70.75
207335,183,187,70.75
207365,183,187,80.8
207393,183,187,80.8
207423,183,187,80.8
207452,183,189,80.8
207481,183,189,70.82
207510,183,193,70.82
207539,183,187,70.82
207568,183,187,70.82
207597,183,187,80.86
207627,183,187,80.86
207655,183,188,80.86
207685,183,189,80.86
207714,183,187,80.9
207742,183,187,80.9
207772,183,187,80.9
207801,183,187,80.9
207831,183,190,65.91
207859,183,189,65.91
207889,183,189,65.91
207918,183,187,65.91
207947,183,187,80.96
207976,183,187,80.96
208005,183,187,80.96
208034,183,189,80.96
208063,183,190,65.97
208093,183,189,65.97
208121,183,187,65.97
208151,183,187,65.97
208180,183,187,81.01
208208,183,187,81.01
208238,183,189,81.01
208267,183,189,81.01
208296,183,190,66.03
208325,183,187,66.03
208355,183,187,66.03
208384,183,187,66.03
208413,183,187,81.07
208442,183,190,81.07
208471,183,189,81.07
208500,183,189,81.07
208529,183,187,81.11
208559,183,187,81.11
208587,183,187,81.11
208617,183,187,81.11
208646,183,189,71.14
208674,183,189,71.14
208704,183,187,71.14
208733,183,187,71.14
208762,183,187,81.18
208791,183,187,81.18
208821,183,187,81.18
208849,183,188,81.18
208879,183,189,71.2
208908,183,187,71.2
208936,183,187,71.2
208966,183,187,71.2
208995,183,187,81.25
209025,183,187,81.25
209053,183,189,81.25
209083,183,189,81.25
209112,183,187,81.29
209140,183,187,81.29
209170,183,187,81.29
209199,183,187,81.29
209228,183,187,81.34
209257,183,188,81.34
209287,183,188,81.34
209315,183,187,81.34
209345,183,187,81.38
209374,183,187,81.38
209402,183,187,81.38
209432,183,188,81.38
209461,183,189,71.41
209490,183,189,71.41
209519,183,187,71.41
209549,183,187,71.41
209577,183,187,81.45
209606,183,187,81.45
209636,183,189,81.45
209665,183,189,81.45
209694,183,190,66.47
209723,183,187,66.47
209753,183,187,66.47
209781,183,187,66.47
209811,183,187,81.51
209840,183,188,81.51
209868,183,189,81.51
