Time,Temperature,On Time
310537,197,203,65.73
310565,197,203,65.73
310595,197,203,65.73
310624,197,203,65.73
310653,197,200,80.78
310682,197,199,80.78
310711,197,197,80.78
310740,197,197,80.78
310769,197,197,95.87
310799,197,197,95.87
310828,197,197,95.87
310857,197,198,95.87
310886,197,199,85.94
310916,197,196,85.94
310944,197,197,85.94
310973,197,197,85.94
311003,197,197,96.02
311031,197,199,96.02
311061,197,199,96.02
311090,197,200,96.02
311119,197,200,81.08
311148,197,197,81.08
311177,197,197,81.08
311206,197,197,81.08
311235,197,199,86.15
311265,197,199,86.15
311293,197,198,86.15
311323,197,197,86.15
311352,197,197,96.24
311382,197,197,96.24
311410,197,197,96.24
311439,197,200,96.24
311469,197,199,86.3
311497,197,199,86.3
311527,197,203,86.3
311556,197,203,86.3
311585,197,203,66.33
311614,197,203,66.33
311643,197,198,66.33
311672,197,199,66.33
311701,197,197,96.42
311731,197,196,96.42
311759,197,197,96.42
311789,197,197,96.42
311818,197,197,96.51
311847,197,199,96.51
311876,197,199,96.51
311905,197,199,96.51
311934,197,197,96.59
311963,197,197,96.59
311993,197,197,96.59
312022,197,197,96.59
312051,197,199,86.66
312080,197,200,86.66
312109,197,200,86.66
312138,197,197,86.66
312167,197,197,96.75
312197,197,197,96.75
312225,197,197,96.75
312255,197,199,96.75
312284,197,199,86.82
312313,197,199,86.82
312342,197,197,86.82
312371,197,197,86.82
312400,197,197,96.91
312429,197,197,96.91
312459,197,200,96.91
312487,197,199,96.91
312517,197,198,91.99
312546,197,197,91.99
312574,197,196,91.99
312604,197,197,91.99
312633,197,199,87.06
312663,197,199,87.06
312691,197,199,87.06
312721,197,196,87.06
312750,197,197,97.15
312779,197,197,97.15
312808,197,197,97.15
312837,197,199,97.15
312866,197,199,87.22
312895,197,199,87.22
312925,197,197,87.22
312953,197,197,87.22
312983,197,196,102.32
313013,197,197,102.32
313043,197,199,102.32
313073,197,199,102.32
313104,197,198,92.4
313133,197,196,92.4
313161,197,197,92.4
313191,197,197,92.4
313220,197,197,97.49
313249,197,200,97.49
313278,197,199,97.49
313307,197,200,97.49
313336,197,197,97.58
313365,197,197,97.58
313395,197,197,97.58
313423,197,197,97.58
313453,197,199,87.65
313482,197,198,87.65
313511,197,199,87.65
313540,197,197,87.65
313570,197,197,97.74
313598,197,197,97.74
313627,197,197,97.74
313657,197,199,97.74
313686,197,199,87.81
313715,197,199,87.81
313744,197,198,87.81
313773,197,197,87.81
313802,197,197,97.9
313831,197,199,97.9
313861,197,200,97.9
313889,197,200,97.9
313919,197,200,82.96
313948,197,203,82.96
313977,197,203,82.96
314006,197,203,82.96
314036,197,199,88.03
314064,197,199,88.03
314093,197,199,88.03
314123,197,197,88.03
314151,197,197,98.12
314181,197,197,98.12
314210,197,197,98.12
314238,197,200,98.12
314268,197,199,88.2
314297,198,199,88.2
314327,198,197,88.2
314355,198,197,88.2
314385,198,197,98.29
314414,198,197,98.29
314443,198,199,98.29
314472,198,199,98.29
314502,198,199,88.36
314530,198,197,88.36
314559,198,197,88.36
314589,198,198,88.36
314617,198,197,98.45
314647,198,199,98.45
314676,198,199,98.45
314704,198,199,98.45
314734,198,197,98.54
314763,198,197,98.54
314792,198,197,98.54
314821,198,197,98.54
314851,198,200,83.61
314880,198,200,83.61
314909,198,200,83.61
314938,198,203,83.61
314968,198,203,68.64
314996,198,203,68.64
315025,198,203,68.64
315055,198,200,68.64
315083,198,199,88.71
315113,198,199,88.71
315142,198,197,88.71
315170,198,197,88.71
315200,198,198,93.79
315229,198,197,93.79
315258,198,199,93.79
315287,198,199,93.79
315317,198,200,83.86
315345,198,198,83.86
315375,198,197,83.86
315404,198,197,83.86
315433,198,199,88.93
315462,198,200,88.93
315491,198,199,88.93
315521,198,198,88.93
315549,198,197,99.02
315579,198,198,99.02
315608,198,198,99.02
315636,198,200,99.02
315666,198,200,84.09
315695,198,199,84.09
315724,198,197,84.09
315753,198,197,84.09
315783,198,198,94.17
315811,198,197,94.17
315841,198,200,94.17
315870,198,200,94.17
315899,198,200,84.23
315928,198,203,84.23
315957,198,203,84.23
315986,198,203,84.23
316015,198,203,69.27
316045,198,200,69.27
316073,198,199,69.27
316102,198,197,69.27
316132,198,197,99.36
316161,198,197,99.36
316190,198,197,99.36
316219,198,197,99.36
316249,198,199,89.44
316277,198,200,89.44
316307,198,199,89.44
316336,198,197,89.44
316365,198,198,94.52
316394,198,197,94.52
316423,198,197,94.52
316452,198,199,94.52
316481,198,200,84.58
316511,198,200,84.58
316539,198,198,84.58
316568,198,197,84.58
316598,198,197,99.68
316626,198,198,99.68
316656,198,199,99.68
316685,198,199,99.68
316715,198,200,84.74
316743,198,197,84.74
316773,198,197,84.74
316802,198,197,84.74
316830,198,200,84.81
316860,198,200,84.81
316889,198,200,84.81
316918,198,203,84.81
316947,198,203,69.84
316977,198,203,69.84
317005,198,203,69.84
317034,198,200,69.84
317064,198,200,84.91
317092,198,199,84.91
317122,198,197,84.91
317151,198,198,84.91
317180,198,198,95.0
317209,198,198,95.0
317239,198,199,95.0
317267,198,200,95.0
317297,198,199,90.07
317326,198,198,90.07
317355,198,198,90.07
317384,198,197,90.07
317413,198,197,100.17
317444,198,199,100.17
317473,198,199,100.17
317504,198,200,100.17
317534,198,197,100.27
317563,198,197,100.27
317594,198,197,100.27
317624,198,198,100.27
317655,198,199,90.34
317683,198,200,90.34
317713,198,200,90.34
317742,198,198,90.34
317771,198,198,95.43
317800,198,198,95.43
317829,198,198,95.43
317858,198,200,95.43
317887,198,199,90.51
317917,198,200,90.51
317945,198,197,90.51
317975,198,198,90.51
318004,198,198,95.6
318032,198,199,95.6
318062,198,199,95.6
318091,198,200,95.6
318120,198,200,85.66
318149,198,198,85.66
318179,198,198,85.66
318208,198,197,85.66
318237,198,200,85.73
318266,198,200,85.73
318295,198,200,85.73
318324,198,198,85.73
318353,198,197,100.83
318384,198,198,100.83
318413,198,198,100.83
318444,198,200,100.83
318474,198,200,85.9
318503,198,200,85.9
318532,198,198,85.9
318561,198,198,85.9
318590,198,198,95.98
318619,198,198,95.98
318649,198,200,95.98
318678,198,200,95.98
318707,198,200,86.05
318736,198,198,86.05
318765,198,198,86.05
318794,198,198,86.05
318823,198,198,96.14
318853,198,200,96.14
318881,198,200,96.14
318911,198,200,96.14
318940,198,198,96.23
318969,198,198,96.23
318998,198,198,96.23
319027,198,198,96.23
319056,198,200,86.3
319085,198,200,86.3
319115,198,200,86.3
319143,198,198,86.3
319173,198,198,96.38
319202,198,198,96.38
319230,198,200,96.38
319260,198,200,96.38
319289,198,200,86.45
319319,198,204,86.45
319347,198,204,86.45
319377,198,204,86.45
319406,198,204,66.48
319435,198,200,66.48
319464,198,200,66.48
319493,198,200,66.48
319522,198,199,91.56
319551,198,198,91.56
319581,198,198,91.56
319609,198,198,91.56
319639,198,200,86.63
319668,198,200,86.63
319696,198,200,86.63
319726,198,198,86.63
319755,198,198,96.72
319784,198,198,96.72
319813,198,198,96.72
319843,198,200,96.72
319872,198,200,86.79
319901,198,200,86.79
319930,198,198,86.79
319959,198,198,86.79
319988,198,198,96.88
320017,198,198,96.88
320047,198,200,96.88
320075,198,200,96.88
320105,198,200,86.95
320134,198,198,86.95
320162,198,198,86.95
320192,198,198,86.95
320221,198,198,97.04
320250,198,200,97.04
320279,198,200,97.04
320309,198,200,97.04
320337,198,198,97.13
320367,198,198,97.13
320396,198,198,97.13
320424,198,198,97.13
320454,198,200,87.2
320483,198,200,87.2
320513,198,200,87.2
320541,198,198,87.2
320571,198,198,97.29
320600,198,199,97.29
320628,198,198,97.29
320658,198,200,97.29
320687,198,200,87.36
320716,198,200,87.36
320745,198,198,87.36
320775,198,198,87.36
320803,198,198,97.45
320833,198,200,97.45
320862,198,200,97.45
320890,198,200,97.45
320920,198,200,87.52
320949,198,204,87.52
320978,198,204,87.52
321007,198,204,87.52
321037,198,200,87.59
321065,198,200,87.59
321094,198,200,87.59
321124,198,199,87.59
321153,198,198,97.68
321182,198,198,97.68
321211,198,198,97.68
321241,198,200,97.68
321269,198,200,87.75
321299,198,200,87.75
321328,198,198,87.75
321356,198,199,87.75
321386,198,198,97.84
321415,198,198,97.84
321444,199,200,97.84
321473,199,200,97.84
321503,199,200,87.91
321531,199,198,87.91
321560,199,199,87.91
321590,199,199,87.91
321618,199,198,98.01
321648,199,200,98.01
321677,199,200,98.01
321707,199,200,98.01
321735,199,199,93.09
321765,199,198,93.09
321794,199,198,93.09
321822,199,198,93.09
321852,199,200,88.16
321881,199,200,88.16
321910,199,200,88.16
321939,199,204,88.16
321969,199,204,68.19
321997,199,204,68.19
322026,199,204,68.19
322056,199,200,68.19
322084,199,200,88.27
322114,199,200,88.27
322143,199,199,88.27
322172,199,198,88.27
322201,199,198,98.36
322231,199,200,98.36
322259,199,200,98.36
322288,199,200,98.36
322318,199,200,88.43
322347,199,198,88.43
322376,199,199,88.43
322405,199,199,88.43
322435,199,200,88.5
322463,199,200,88.5
322492,199,200,88.5
322522,199,198,88.5
322550,199,198,98.6
322580,199,198,98.6
322609,199,199,98.6
322638,199,200,98.6
322667,199,200,88.67
322697,199,200,88.67
322725,199,199,88.67
322754,199,199,88.67
322784,199,199,93.75
322812,199,198,93.75
322842,199,200,93.75
322871,199,200,93.75
322900,199,200,88.83
322929,199,204,88.83
322958,199,204,88.83
322988,199,204,88.83
323016,199,204,68.86
323046,199,200,68.86
323075,199,200,68.86
323104,199,199,68.86
323133,199,198,98.95
323163,199,199,98.95
323191,199,198,98.95
323220,199,199,98.95
323250,199,200,89.03
323278,199,200,89.03
323308,199,200,89.03
323337,199,199,89.03
323366,199,198,99.12
323395,199,199,99.12
323424,199,199,99.12
323453,199,200,99.12
323482,199,200,89.2
323512,199,200,89.2
323540,199,198,89.2
323570,199,198,89.2
323599,199,198,99.29
323629,199,199,99.29
323657,199,200,99.29
323686,199,200,99.29
323716,199,200,89.37
323744,199,199,89.37
323774,199,199,89.37
323803,199,199,89.37
323832,199,201,84.43
323861,199,200,84.43
323890,199,200,84.43
323919,199,205,84.43
323948,199,204,69.47
323978,199,204,69.47
324006,199,205,69.47
324036,199,200,69.47
324065,199,200,89.54
324094,199,200,89.54
324123,199,199,89.54
324152,199,199,89.54
324182,199,199,94.63
324210,199,199,94.63
324240,199,200,94.63
324269,199,200,94.63
324298,199,200,89.7
324327,199,199,89.7
324356,199,199,89.7
324385,199,199,89.7
324414,199,199,94.79
324444,199,200,94.79
324472,199,201,94.79
324502,199,201,94.79
324531,199,198,99.88
324560,199,199,99.88
324589,199,199,99.88
324618,199,199,99.88
324647,199,200,89.96
324676,199,200,89.96
324706,199,200,89.96
324734,199,199,89.96
324764,199,199,95.05
324793,199,199,95.05
324822,199,199,95.05
324851,199,201,95.05
324880,199,200,90.12
324910,199,200,90.12
324938,199,199,90.12
324968,199,199,90.12
324997,199,199,95.21
325026,199,198,95.21
325055,199,200,95.21
325084,199,200,95.21
325113,199,201,85.28
325142,199,199,85.28
325172,199,199,85.28
325200,199,199,85.28
325230,199,199,95.36
325259,199,200,95.36
325287,199,200,95.36
325317,199,200,95.36
325346,199,199,95.45
325376,199,199,95.45
325404,199,199,95.45
325434,199,201,95.45
325463,199,201,85.52
325492,199,201,85.52
325521,199,205,85.52
325550,199,205,85.52
325579,199,205,65.54
325608,199,205,65.54
325638,199,200,65.54
325666,199,200,65.54
325696,199,199,95.63
325725,199,199,95.63
325753,199,199,95.63
325783,199,199,95.63
325812,199,199,95.72
325841,199,200,95.72
325870,199,200,95.72
325900,199,201,95.72
325928,199,200,90.8
325958,199,199,90.8
325987,199,199,90.8
326016,199,199,90.8
326045,199,200,90.87
326074,199,200,90.87
326104,199,201,90.87
326132,199,199,90.87
326162,199,199,95.96
326191,199,199,95.96
326219,199,199,95.96
326249,199,200,95.96
326278,199,200,91.04
326307,199,200,91.04
326336,199,200,91.04
326366,199,199,91.04
326394,199,199,96.13
326424,199,199,96.13
326453,199,200,96.13
326481,199,201,96.13
326511,199,200,91.21
326540,199,205,91.21
326569,199,205,91.21
326598,199,205,91.21
326628,199,205,66.24
326657,199,200,66.24
326685,199,200,66.24
326715,199,199,66.24
326744,199,199,96.33
326773,199,199,96.33
326802,199,199,96.33
326832,199,200,96.33
326860,199,200,91.41
326890,199,200,91.41
326919,199,200,91.41
326947,199,199,91.41
326977,199,199,96.49
327006,199,200,96.49
327035,199,200,96.49
327064,199,201,96.49
327094,199,200,91.57
327122,199,199,91.57
327151,199,199,91.57
327181,199,200,91.57
327209,199,199,96.66
327239,199,200,96.66
327268,199,200,96.66
327298,199,200,96.66
327326,199,199,96.75
327356,199,198,96.75
327385,199,199,96.75
327413,199,199,96.75
327443,199,200,91.83
327472,199,200,91.83
327501,199,200,91.83
327530,199,199,91.83
327560,199,199,96.92
327588,199,199,96.92
327617,199,199,96.92
327647,199,200,96.92
327675,199,200,92.0
327705,199,200,92.0
327734,199,199,92.0
327763,199,199,92.0
327792,199,199,97.09
327822,199,199,97.09
327851,199,200,97.09
327879,199,200,97.09
327909,199,200,92.17
327938,199,199,92.17
327967,199,199,92.17
327996,199,199,92.17
328026,199,199,97.26
328054,199,201,97.26
328083,199,201,97.26
328113,199,201,97.26
328141,199,205,67.3
328171,199,205,67.3
328200,199,205,67.3
328229,199,205,67.3
328258,199,200,92.38
328288,199,200,92.38
328316,199,200,92.38
328345,199,199,92.38
328375,199,199,97.47
328403,199,199,97.47
328433,199,201,97.47
328462,199,200,97.47
328492,199,200,92.55
328520,199,200,92.55
328549,199,199,92.55
328579,200,199,92.55
328607,200,199,97.64
328637,200,200,97.64
328666,200,200,97.64
328695,200,201,97.64
328724,200,201,87.71
328754,200,199,87.71
328782,200,199,87.71
328811,200,200,87.71
328841,200,201,87.78
328869,200,200,87.78
328899,200,200,87.78
328928,200,199,87.78
328957,200,199,97.88
328986,200,199,97.88
329015,200,199,97.88
329044,200,201,97.88
329073,200,201,87.95
329103,200,200,87.95
329132,200,205,87.95
329161,200,205,87.95
329190,200,205,67.98
329220,200,205,67.98
329248,200,200,67.98
329277,200,200,67.98
329307,200,199,98.07
329335,200,200,98.07
329365,200,200,98.07
329394,200,200,98.07
329423,200,200,93.16
329452,200,200,93.16
329481,200,200,93.16
329510,200,200,93.16
329539,200,199,98.25
329569,200,199,98.25
329597,200,199,98.25
329627,200,199,98.25
329656,200,200,93.33
329686,200,201,93.33
329714,200,201,93.33
329743,200,199,93.33
329773,200,200,93.41
329801,200,199,93.41
329831,200,200,93.41
329860,200,201,93.41
329889,200,200,93.5
329918,200,200,93.5
329947,200,199,93.5
329976,200,199,93.5
330005,200,199,98.59
330035,200,201,98.59
330063,200,201,98.59
330093,200,200,98.59
330122,200,200,93.07
330151,200,199,93.07
330180,200,199,93.07
330209,200,199,93.07
330238,200,200,93.66
330267,200,200,93.66
330297,200,201,93.66
330326,200,199,93.66
330355,200,200,94.24
330384,200,199,94.24
330413,200,199,94.24
330442,200,200,94.24
330471,200,200,94.83
330501,200,200,94.83
330529,200,199,94.83
330559,200,199,94.83
330588,200,200,95.42
330617,200,199,95.42
330646,200,200,95.42
330675,200,201,95.42
330704,200,201,91.0
330733,200,199,91.0
330763,200,199,91.0
330791,200,199,91.0
330821,200,200,96.58
330850,200,200,96.58
330878,200,200,96.58
330908,200,201,96.58
330937,200,199,102.19
330968,200,200,102.19
330997,200,199,102.19
331028,201,200,102.19
331058,201,200,97.8
331087,201,201,97.8
331116,201,200,97.8
331145,201,199,97.8
331174,201,200,98.4
331203,201,199,98.4
331233,201,201,98.4
331261,201,201,98.4
331291,201,201,93.98
331320,201,200,93.98
331350,201,199,93.98
331378,201,200,93.98
331407,201,200,99.58
331437,201,201,99.58
331465,201,201,99.58
331495,201,201,99.58
331524,201,201,95.17
331553,201,205,95.17
331582,201,205,95.17
331611,201,205,95.17
331640,201,200,100.76
331670,201,201,100.76
331701,201,200,100.76
331730,201,199,100.76
331761,201,200,101.38
331791,201,199,101.38
331822,201,200,101.38
331851,201,200,101.38
331882,201,201,96.99
331911,201,200,96.99
331939,201,200,96.99
331969,201,200,96.99
331998,201,199,107.61
332028,202,199,107.61
332058,202,201,107.61
332089,202,201,107.61
332119,202,200,103.23
332149,202,199,103.23
332179,202,199,103.23
332209,202,200,103.23
332239,202,200,103.85
332269,202,201,103.85
332300,202,201,103.85
332329,202,200,103.85
332360,202,200,104.47
332390,202,199,104.47
332421,202,199,104.47
332450,202,201,104.47
332481,202,200,105.1
332511,202,201,105.1
332540,202,199,105.1
332571,202,200,105.1
332601,202,200,105.73
332632,202,201,105.73
332661,202,201,105.73
332692,202,201,105.73
332722,202,201,101.36
332752,202,200,101.36
332782,202,200,101.36
332813,202,200,101.36
332843,202,200,106.99
332872,202,201,106.99
332903,202,200,106.99
332933,202,201,106.99
332963,202,200,107.62
332993,202,200,107.62
333024,202,200,107.62
333053,203,201,107.62
333084,203,200,108.25
333114,203,201,108.25
333145,203,205,108.25
333174,203,205,108.25
333204,203,205,83.84
333234,203,201,83.84
333262,203,201,83.84
333292,203,200,83.84
333321,203,200,109.46
333351,203,200,109.46
333381,203,200,109.46
333412,203,200,109.46
333442,203,200,110.09
333471,203,200,110.09
333502,203,201,110.09
333532,203,201,110.09
333562,203,200,110.73
333592,203,200,110.73
333623,203,200,110.73
333652,203,201,110.73
333683,203,200,111.37
333713,203,201,111.37
333744,203,200,111.37
333773,203,199,111.37
333803,203,199,117.02
333834,203,200,117.02
333863,203,200,117.02
333894,203,201,117.02
333924,203,200,112.66
333955,203,205,112.66
333984,203,205,112.66
334015,203,205,112.66
334045,204,201,108.3
334074,204,201,108.3
334105,204,201,108.3
334135,204,201,108.3
334166,204,200,113.94
334195,204,199,113.94
334226,204,199,113.94
334256,204,201,113.94
334286,204,201,109.58
334316,204,201,109.58
334347,204,200,109.58
334376,204,200,109.58
334407,204,200,115.22
334437,204,202,115.22
334467,204,201,115.22
334497,204,200,115.22
334527,204,200,115.87
334558,204,199,115.87
334587,204,200,115.87
334618,204,199,115.87
334648,204,200,116.52
334679,204,201,116.52
334708,204,200,116.52
334738,204,200,116.52
334769,204,200,117.17
334798,204,199,117.17
334829,204,199,117.17
334859,204,200,117.17
334889,204,201,112.81
334919,204,200,112.81
334950,204,200,112.81
334980,204,200,112.81
335010,204,199,123.48
335040,205,200,123.48
335070,205,200,123.48
335100,205,201,123.48
335130,205,200,119.13
335161,205,200,119.13
335191,205,199,119.13
335221,205,199,119.13
335251,205,201,114.77
335282,205,200,114.77
335311,205,201,114.77
335342,205,200,114.77
335372,205,200,120.43
335401,205,200,120.43
335432,205,200,120.43
335462,205,200,120.43
335493,205,200,121.09
335522,205,200,121.09
335553,205,200,121.09
335583,205,200,121.09
335613,205,200,121.75
335643,205,200,121.75
335674,205,200,121.75
335704,205,201,121.75
335733,205,200,122.41
335764,205,200,122.41
335794,205,200,122.41
335824,205,200,122.41
335854,205,201,118.06
335885,205,200,118.06
335915,205,201,118.06
335945,205,201,118.06
335975,205,205,98.67
336004,205,205,98.67
336033,206,201,98.67
336062,206,201,98.67
336092,206,200,124.32
336121,206,201,124.32
336152,206,201,124.32
336182,206,200,124.32
336212,206,200,124.98
336242,206,201,124.98
336273,206,201,124.98
336303,206,201,124.98
336332,206,201,120.64
336363,206,200,120.64
336393,206,200,120.64
336423,206,200,120.64
336453,206,201,121.29
336484,206,201,121.29
336514,206,201,121.29
336544,206,200,121.29
336574,206,200,126.96
336604,206,200,126.96
336634,206,201,126.96
336664,206,201,126.96
336695,206,201,122.62
336724,206,201,122.62
336755,206,205,122.62
336785,206,205,122.62
336816,206,206,98.23
336844,206,200,98.23
336874,206,201,98.23
336903,206,201,98.23
336931,206,200,128.89
336962,206,200,128.89
336992,206,200,128.89
337022,206,200,128.89
337052,207,201,124.55
337083,207,201,124.55
337113,207,201,124.55
337143,207,201,124.55
337173,207,200,130.22
337203,207,200,130.22
337233,207,200,130.22
337263,207,201,130.22
337294,207,201,125.89
337324,207,201,125.89
337354,207,201,125.89
337384,207,200,125.89
337415,207,200,131.57
337444,207,201,131.57
337475,207,201,131.57
337505,207,201,131.57
337536,207,201,127.24
337565,207,206,127.24
337595,207,206,127.24
337626,207,206,127.24
337655,207,202,122.9
337686,207,202,122.9
337716,207,202,122.9
337746,207,201,122.9
337776,207,200,133.57
337807,207,200,133.57
337837,207,202,133.57
337866,207,202,133.57
337897,207,202,124.23
337927,207,202,124.23
337957,207,200,124.23
337987,207,200,124.23
338018,207,200,134.92
338048,208,203,134.92
338078,208,202,134.92
338108,208,201,134.92
338139,208,201,130.59
338168,208,200,130.59
338198,208,200,130.59
338229,208,200,130.59
338258,208,201,131.27
338289,208,202,131.27
338319,208,201,131.27
338350,208,202,131.27
338379,208,200,136.96
338410,208,200,136.96
338440,208,201,136.96
338470,208,202,136.96
338500,208,203,122.61
338530,208,201,122.61
338561,208,200,122.61
338590,208,200,122.61
338621,208,200,138.3
338651,208,201,138.3
338681,208,201,138.3
338711,208,202,138.3
338742,208,201,133.98
338771,208,200,133.98
338802,208,200,133.98
338832,208,202,133.98
338862,208,202,129.66
338892,208,201,129.66
338922,208,202,129.66
338953,208,202,129.66
338982,208,200,140.35
339013,208,200,140.35
339043,209,201,140.35
339074,209,202,140.35
339103,209,202,131.03
339133,209,202,131.03
339164,209,200,131.03
339193,209,200,131.03
339224,209,200,141.71
339254,209,202,141.71
339284,209,202,141.71
339314,209,202,141.71
339345,209,202,132.39
339375,209,200,132.39
339405,209,200,132.39
339435,209,202,132.39
339466,209,202,133.07
339495,209,202,133.07
339525,209,202,133.07
339556,209,202,133.07
339586,209,206,113.71
339616,209,206,113.71
339646,209,202,113.71
339677,209,203,113.71
339706,209,203,129.38
339737,209,203,129.38
339767,209,200,129.38
339796,209,201,129.38
339827,209,200,145.08
339857,209,203,145.08
339888,209,203,145.08
339917,209,203,145.08
339948,209,203,130.75
339978,209,200,130.75
340008,209,201,130.75
340038,210,203,130.75
340069,210,202,136.44
340099,210,202,136.44
340128,210,202,136.44
340159,210,202,136.44
340189,210,201,142.13
340219,210,200,142.13
340249,210,202,142.13
340280,210,202,142.13
340310,210,203,132.81
340340,210,202,132.81
340370,210,201,132.81
340401,210,201,132.81
340430,210,203,133.49
340460,210,203,133.49
340491,210,202,133.49
340520,210,202,133.49
340551,210,202,139.17
340581,210,200,139.17
340612,210,201,139.17
340641,210,203,139.17
340672,210,203,134.85
340702,210,202,134.85
340732,210,202,134.85
340762,210,202,134.85
340792,210,201,145.55
340823,210,201,145.55
340852,210,202,145.55
340883,210,203,145.55
340913,210,202,141.25
340943,210,202,141.25
340973,210,201,141.25
341004,210,201,141.25
341033,211,202,141.94
341063,211,202,141.94
341094,211,203,141.94
341124,211,203,141.94
341154,211,203,137.62
341184,211,201,137.62
341215,211,200,137.62
341244,211,203,137.62
341275,211,203,138.31
341305,211,202,138.31
341336,211,203,138.31
341365,211,203,138.31
341396,211,206,123.96
341426,211,206,123.96
341455,211,203,123.96
341486,211,202,123.96
341516,211,202,144.66
341547,211,203,144.66
341576,211,206,144.66
341607,211,206,144.66
341637,211,203,140.35
341667,211,203,140.35
341697,211,203,140.35
341727,211,203,140.35
341757,211,203,141.04
341787,211,201,141.04
341818,211,201,141.04
341848,211,203,141.04
341878,211,203,141.74
341908,211,203,141.74
341939,211,203,141.74
341968,211,203,141.74
341999,211,200,157.46
342029,212,201,157.46
342059,212,202,157.46
342089,212,203,157.46
342119,212,202,148.16
342150,212,202,148.16
342179,212,201,148.16
342210,212,201,148.16
342240,212,203,143.86
342270,212,202,143.86
342300,212,203,143.86
342331,212,202,143.86
342361,212,203,144.56
342390,212,201,144.56
342421,212,201,144.56
342451,212,203,144.56
342481,212,202,150.26
342511,212,203,150.26
342542,212,203,150.26
342572,212,202,150.26
342602,212,201,155.98
342632,212,203,155.98
342663,212,203,155.98
342692,212,203,155.98
342722,212,203,146.68
342753,212,203,146.68
342782,212,201,146.68
342813,212,201,146.68
342843,212,203,147.38
342874,212,203,147.38
342903,212,203,147.38
342934,212,203,147.38
342964,212,203,148.09
342993,212,201,148.09
343024,212,201,148.09
343054,213,203,148.09
343085,213,203,148.79
343114,213,203,148.79
343145,213,203,148.79
343175,213,203,148.79
343205,213,201,159.51
343235,213,203,159.51
343266,213,203,159.51
343296,213,203,159.51
343326,213,203,150.22
343356,213,203,150.22
343386,213,207,150.22
343416,213,207,150.22
343446,213,203,150.93
343477,213,203,150.93
343506,213,203,150.93
343537,213,203,150.93
343567,213,203,151.64
343598,213,207,151.64
343627,213,207,151.64
343657,213,203,151.64
343688,213,203,152.34
343717,213,203,152.34
343748,213,203,152.34
343778,213,203,152.34
343809,213,202,158.07
343838,213,203,158.07
343869,213,203,158.07
343899,213,203,158.07
343929,213,203,153.78
343959,213,203,153.78
343989,213,202,153.78
344019,213,201,153.78
344049,214,203,154.49
344080,214,203,154.49
344110,214,203,154.49
344140,214,203,154.49
344170,214,203,155.21
344201,214,202,155.21
344230,214,203,155.21
344261,214,203,155.21
344291,214,203,155.92
344321,214,203,155.92
344351,214,203,155.92
344381,214,203,155.92
344412,214,202,161.65
344441,214,204,161.65
344472,214,203,161.65
344502,214,203,161.65
344532,214,203,157.37
344562,214,203,157.37
344593,214,202,157.37
344623,214,202,157.37
344652,214,203,158.09
344683,214,203,158.09
344713,214,203,158.09
344743,214,203,158.09
344773,214,203,158.81
344804,214,202,158.81
344834,214,203,158.81
344864,214,203,158.81
344894,214,203,159.53
344924,214,203,159.53
344954,214,204,159.53
344984,214,203,159.53
345015,214,202,165.26
345044,215,203,165.26
345075,215,204,165.26
345105,215,204,165.26
345136,215,203,160.99
345165,215,203,160.99
345196,215,203,160.99
345226,215,203,160.99
345256,215,204,156.7
345286,215,203,156.7
345316,215,204,156.7
345347,215,204,156.7
345376,215,204,157.42
345407,215,208,157.42
345437,215,204,157.42
345467,215,204,157.42
345497,215,204,158.14
345528,215,205,158.14
345558,215,204,158.14
345587,215,204,158.14
345618,215,208,138.81
345648,215,204,138.81
345678,215,205,138.81
345708,215,205,138.81
345739,215,205,154.52
345768,215,206,154.52
345799,215,203,154.52
345829,215,203,154.52
345860,215,205,155.24
345889,215,205,155.24
345919,215,205,155.24
345950,215,205,155.24
345979,215,205,155.95
346010,215,203,155.95
346040,216,204,155.95
346071,216,204,155.95
346100,216,204,161.68
346131,216,204,161.68
346161,216,204,161.68
346191,216,205,161.68
346221,216,203,167.41
346251,216,204,167.41
346281,216,204,167.41
346311,216,204,167.41
346342,216,205,158.12
346372,216,204,158.12
346402,216,203,158.12
346432,216,205,158.12
346463,216,204,163.85
346492,216,205,163.85
346523,216,205,163.85
346553,216,205,163.85
346583,216,204,164.58
346613,216,203,164.58
346643,216,205,164.58
346674,216,205,164.58
346703,216,204,165.31
346734,216,205,165.31
346764,216,205,165.31
346795,216,205,165.31
346824,216,203,171.06
346854,216,204,171.06
346885,216,205,171.06
346914,216,205,171.06
346945,216,205,161.77
346975,216,205,161.77
347005,216,203,161.77
347035,217,205,161.77
347066,217,205,162.5
347096,217,206,162.5
347126,217,205,162.5
347156,217,205,162.5
347187,217,205,163.22
347216,217,203,163.22
347246,217,205,163.22
347277,217,205,163.22
347307,217,205,163.95
347337,217,205,163.95
347367,217,205,163.95
347398,217,209,163.95
347427,217,209,144.64
347458,217,205,144.64
347488,217,205,144.64
347517,217,205,144.64
347548,217,206,160.35
347578,217,206,160.35
347609,217,209,160.35
347638,217,206,160.35
347669,217,206,161.07
347699,217,206,161.07
347729,217,206,161.07
347759,217,206,161.07
347790,217,206,161.79
347820,217,204,161.79
347849,217,206,161.79
347880,217,206,161.79
347910,217,206,162.52
347940,217,206,162.52
347970,217,205,162.52
348001,217,203,162.52
348030,218,206,163.24
348061,218,206,163.24
348091,218,206,163.24
