Time,Set Temperature,Measured Temperature,On Time
135916,157,150,200.0
135947,157,150,200.0
135976,157,150,200.0
136007,157,150,200.0
136037,157,150,200.0
136068,157,149,200.0
136097,157,150,200.0
136128,157,150,200.0
136158,157,150,200.0
136187,157,150,200.0
136218,157,150,200.0
136248,157,150,200.0
136279,157,150,200.0
136308,157,150,200.0
136339,157,149,200.0
136369,157,150,200.0
136399,157,151,200.0
136429,157,151,200.0
136459,158,151,200.0
136489,158,151,200.0
136519,158,151,200.0
136550,158,151,200.0
136580,158,150,200.0
136610,158,151,200.0
136640,158,151,200.0
136671,158,151,200.0
136700,158,151,200.0
136731,158,152,200.0
136761,158,151,200.0
136791,158,151,200.0
136821,158,151,200.0
136851,158,151,200.0
136882,158,151,200.0
136911,158,152,200.0
136942,158,152,200.0
136972,158,152,200.0
137003,158,152,200.0
137032,158,152,200.0
137063,158,151,200.0
137093,158,150,200.0
137122,158,150,200.0
137153,158,151,200.0
137183,158,151,200.0
137213,158,152,200.0
137243,158,151,200.0
137274,158,151,200.0
137304,158,151,200.0
137334,158,150,200.0
137364,158,150,200.0
137395,158,151,200.0
137424,158,151,200.0
137455,159,151,200.0
137485,159,151,200.0
137515,159,152,200.0
137545,159,152,200.0
137575,159,151,200.0
137606,159,151,200.0
137635,159,151,200.0
137666,159,151,200.0
137696,159,152,200.0
137726,159,152,200.0
137756,159,152,200.0
137786,159,152,200.0
137817,159,151,200.0
137846,159,151,200.0
137877,159,151,200.0
137907,159,151,200.0
137937,159,152,200.0
137967,159,152,200.0
137998,159,152,200.0
138028,159,152,200.0
138058,159,153,200.0
138088,159,151,200.0
138118,159,151,200.0
138148,159,151,200.0
138178,159,152,200.0
138209,159,153,200.0
138238,159,153,200.0
138269,159,153,200.0
138299,159,153,200.0
138330,159,152,200.0
138359,159,152,200.0
138389,159,152,200.0
138420,159,153,200.0
138449,159,153,200.0
138480,160,153,200.0
138510,160,153,200.0
138541,160,153,200.0
138570,160,153,200.0
138601,160,152,200.0
138631,160,152,200.0
138661,160,153,200.0
138691,160,153,200.0
138721,160,154,200.0
138752,160,153,200.0
138781,160,154,200.0
138812,160,153,200.0
138842,160,153,200.0
138872,160,153,200.0
138902,160,153,200.0
138933,160,154,200.0
138962,160,154,200.0
138993,160,154,200.0
139023,160,155,200.0
139053,160,155,200.0
139083,160,154,200.0
139113,160,153,200.0
139144,160,153,200.0
139173,160,154,200.0
139204,160,155,200.0
139234,160,155,200.0
139265,160,154,200.0
139294,160,155,200.0
139325,160,154,200.0
139355,160,153,200.0
139385,160,153,200.0
139415,160,153,200.0
139445,160,154,200.0
139475,161,154,200.0
139505,161,154,200.0
139536,161,154,200.0
139566,161,154,200.0
139596,161,153,200.0
139626,161,153,200.0
139657,161,153,200.0
139686,161,153,200.0
139716,161,154,200.0
139747,161,154,200.0
139777,161,154,200.0
139807,161,154,200.0
139837,161,153,200.0
139868,161,153,200.0
139897,161,153,200.0
139928,161,154,200.0
139958,161,154,200.0
139988,161,155,200.0
140018,161,155,200.0
140048,161,155,200.0
140079,161,154,200.0
140108,161,154,200.0
140139,161,154,200.0
140169,161,155,200.0
140199,161,155,200.0
140229,161,155,200.0
140260,161,155,200.0
140290,161,155,200.0
140319,161,155,200.0
140350,161,155,200.0
140380,161,154,200.0
140410,161,154,200.0
140440,161,155,200.0
140471,162,155,200.0
140500,162,155,200.0
140531,162,156,200.0
140561,162,155,200.0
140592,162,156,200.0
140621,162,155,200.0
140651,162,155,200.0
140682,162,155,200.0
140711,162,156,200.0
140742,162,155,200.0
140772,162,156,200.0
140803,162,156,200.0
140832,162,156,200.0
140863,162,155,200.0
140893,162,155,200.0
140923,162,156,200.0
140953,162,156,200.0
140983,162,156,200.0
141014,162,156,200.0
141043,162,156,200.0
141074,162,156,200.0
141104,162,156,200.0
141134,162,156,200.0
141164,162,156,200.0
141195,162,157,200.0
141224,162,157,200.0
141255,162,157,200.0
141285,162,157,200.0
141316,162,157,200.0
141345,162,157,200.0
141375,162,156,200.0
141406,162,157,200.0
141435,162,157,200.0
141466,163,157,200.0
141496,163,158,200.0
141527,163,158,200.0
141556,163,157,200.0
141587,163,157,200.0
141617,163,156,200.0
141646,163,156,200.0
141677,163,156,200.0
141707,163,157,200.0
141737,163,157,200.0
141767,163,157,200.0
141798,163,157,200.0
141828,163,157,200.0
141858,163,156,200.0
141888,163,156,200.0
141919,163,156,200.0
141948,163,157,200.0
141978,163,157,200.0
142009,163,158,200.0
142039,163,157,200.0
142069,163,157,200.0
142099,163,157,200.0
142130,163,156,200.0
142159,163,156,200.0
142190,163,157,200.0
142220,163,157,200.0
142249,163,158,200.0
142280,163,158,200.0
142310,163,158,200.0
142341,163,157,200.0
142370,163,157,200.0
142401,163,157,200.0
142431,163,156,200.0
142461,164,158,200.0
142491,164,158,200.0
142522,164,159,200.0
142552,164,158,200.0
142581,164,158,200.0
142612,164,157,200.0
142642,164,157,200.0
142672,164,157,200.0
142702,164,158,200.0
142733,164,158,200.0
142763,164,158,200.0
142793,164,159,200.0
142823,164,158,200.0
142854,164,158,200.0
142883,164,157,200.0
142913,164,158,200.0
142944,164,158,200.0
142973,164,159,200.0
143004,164,159,200.0
143034,164,159,200.0
143065,164,158,200.0
143094,164,159,200.0
143125,164,158,200.0
143155,164,158,200.0
143185,164,159,200.0
143215,164,159,200.0
143246,164,159,200.0
143276,164,160,200.0
143305,164,159,200.0
143336,164,160,200.0
143366,164,159,200.0
143396,164,159,200.0
143426,164,159,200.0
143457,165,159,200.0
143486,165,160,200.0
143517,165,160,200.0
143547,165,160,200.0
143577,165,160,200.0
143607,165,160,200.0
143637,165,159,200.0
143668,165,159,200.0
143697,165,160,200.0
143728,165,160,200.0
143758,165,160,200.0
143789,165,160,200.0
143818,165,161,200.0
143849,165,160,200.0
143879,165,160,200.0
143908,165,159,200.0
143939,165,159,200.0
143969,165,159,200.0
144000,165,159,200.0
144029,165,157,200.0
144060,165,160,200.0
144090,165,159,200.0
144120,165,159,200.0
144150,165,159,200.0
144180,165,159,200.0
144210,165,159,200.0
144240,165,160,200.0
144271,165,160,200.0
144301,165,160,200.0
144331,165,160,200.0
144361,165,160,200.0
144392,165,159,200.0
144421,165,159,200.0
144452,165,159,200.0
144482,166,160,200.0
144512,166,160,200.0
144542,166,160,200.0
144572,166,160,200.0
144603,166,160,200.0
144632,166,161,200.0
144663,166,159,200.0
144693,166,160,200.0
144723,166,160,200.0
144753,166,160,200.0
144784,166,160,200.0
144814,166,161,200.0
144843,166,161,200.0
144874,166,161,200.0
144904,166,160,200.0
144934,166,159,200.0
144964,166,160,200.0
144995,166,161,200.0
145025,166,161,200.0
145055,166,161,200.0
145085,166,161,200.0
145116,166,161,200.0
145145,166,160,200.0
145176,166,160,200.0
145206,166,160,200.0
145235,166,161,200.0
145266,166,161,200.0
145296,166,162,200.0
145327,166,162,200.0
145356,166,162,200.0
145387,166,161,200.0
145417,166,161,200.0
145447,166,160,200.0
145477,167,161,200.0
145507,167,162,200.0
145538,167,162,200.0
145567,167,162,200.0
145598,167,162,200.0
145628,167,162,200.0
145658,167,162,200.0
145688,167,162,200.0
145719,167,162,200.0
145748,167,162,200.0
145779,167,162,200.0
145809,167,162,200.0
145839,167,163,200.0
145869,167,162,200.0
145899,167,163,200.0
145930,167,162,200.0
145959,167,162,200.0
145990,167,162,200.0
146020,167,163,200.0
146051,167,163,200.0
146080,167,163,200.0
146110,167,163,200.0
146141,167,163,200.0
146170,167,162,200.0
146201,167,161,200.0
146231,167,162,200.0
146262,167,162,200.0
146291,167,162,200.0
146322,167,162,200.0
146352,167,162,200.0
146382,167,162,200.0
146412,167,162,200.0
146442,167,162,200.0
146472,168,161,200.0
146502,168,162,200.0
146533,168,162,200.0
146563,168,162,200.0
146593,168,162,200.0
146623,168,162,200.0
146654,168,162,200.0
146683,168,162,200.0
146714,168,162,200.0
146744,168,162,200.0
146774,168,163,200.0
146804,168,162,200.0
146834,168,163,200.0
146865,168,162,200.0
146894,168,162,200.0
146925,168,162,200.0
146955,168,162,200.0
146985,168,162,200.0
147015,168,163,200.0
147046,168,163,200.0
147076,168,163,200.0
147106,168,163,200.0
147136,168,163,200.0
147166,168,162,200.0
147196,168,163,200.0
147226,168,162,200.0
147257,168,164,200.0
147287,168,164,200.0
147317,168,164,200.0
147347,168,163,200.0
147378,168,163,200.0
147407,168,163,200.0
147437,168,162,200.0
147468,169,162,200.0
147497,169,164,200.0
147528,169,164,200.0
147558,169,163,200.0
147589,169,164,200.0
147618,169,164,200.0
147649,169,164,200.0
147679,169,163,200.0
147709,169,163,200.0
147739,169,164,200.0
147769,169,165,200.0
147800,169,165,200.0
147829,169,162,200.0
147860,169,165,200.0
147890,169,165,200.0
147920,169,165,200.0
147950,169,165,200.0
147981,169,165,200.0
148011,169,165,200.0
148040,169,165,200.0
148071,169,165,200.0
148101,169,165,200.0
148131,169,165,200.0
148161,169,165,200.0
148192,169,165,200.0
148221,169,165,200.0
148252,169,165,200.0
148282,169,165,200.0
148313,169,165,200.0
148342,169,165,200.0
148372,169,165,200.0
148403,169,165,200.0
148432,169,164,200.0
148463,170,164,200.0
148493,170,165,200.0
148524,170,165,200.0
148553,170,165,200.0
148584,170,165,200.0
148614,170,165,200.0
148644,170,165,200.0
148674,170,164,200.0
148704,170,165,200.0
148734,170,165,200.0
148764,170,165,200.0
148795,170,165,200.0
148825,170,165,200.0
148855,170,165,200.0
148885,170,165,200.0
148916,170,165,200.0
148945,170,165,200.0
148976,170,165,200.0
149006,170,165,200.0
149037,170,165,200.0
149066,170,165,200.0
149096,170,165,200.0
149127,170,165,200.0
149156,170,165,200.0
149187,170,165,200.0
149217,170,165,200.0
149248,170,165,200.0
149277,170,166,200.0
149308,170,166,200.0
149338,170,166,200.0
149367,170,166,200.0
149398,170,166,200.0
149428,170,165,200.0
149458,171,165,200.0
149488,171,165,200.0
149519,171,166,200.0
149549,171,165,200.0
149579,171,166,200.0
149609,171,166,200.0
149640,171,166,200.0
149669,171,165,200.0
149699,171,165,200.0
149730,171,165,200.0
149760,171,166,200.0
149790,171,166,200.0
149820,171,166,200.0
149851,171,166,200.0
149880,171,166,200.0
149911,171,166,200.0
149941,171,165,200.0
149970,171,166,200.0
150001,171,167,200.0
150031,171,167,200.0
150062,171,168,200.0
150091,171,168,200.0
150122,171,168,200.0
150152,171,168,200.0
150182,171,167,200.0
150212,171,167,200.0
150243,171,167,200.0
150273,171,168,200.0
150302,171,168,200.0
150333,171,168,200.0
150363,171,168,200.0
150393,171,168,200.0
150423,171,168,200.0
150454,172,168,200.0
150483,172,168,200.0
150514,172,168,200.0
150544,172,168,200.0
150575,172,168,200.0
150604,172,168,200.0
150634,172,168,200.0
150665,172,168,200.0
150694,172,166,200.0
150725,172,166,200.0
150755,172,168,200.0
150786,172,167,200.0
150815,172,168,200.0
150846,172,168,200.0
150876,172,168,200.0
150906,172,167,200.0
150936,172,167,200.0
150967,172,167,200.0
150996,172,168,200.0
151026,172,168,200.0
151057,172,168,200.0
151087,172,168,200.0
151117,172,168,200.0
151147,172,168,200.0
151178,172,167,200.0
151207,172,167,200.0
151238,172,168,200.0
151268,172,168,200.0
151298,172,168,200.0
151328,172,168,200.0
151358,172,168,200.0
151389,172,168,200.0
151418,172,168,200.0
151449,172,168,200.0
151479,173,168,200.0
151510,173,168,200.0
151539,173,168,200.0
151570,173,168,200.0
151600,173,168,200.0
151629,173,166,200.0
151660,173,168,200.0
151690,173,168,200.0
151720,173,168,200.0
151750,173,168,200.0
151781,173,169,200.0
151811,173,168,200.0
151841,173,168,200.0
151871,173,168,200.0
151901,173,168,200.0
151931,173,168,200.0
151961,173,168,200.0
151992,173,168,200.0
152022,173,169,200.0
152052,173,169,200.0
152082,173,169,200.0
152113,173,169,200.0
152142,173,169,200.0
152173,173,168,200.0
152203,173,168,200.0
152232,173,168,200.0
152263,173,170,200.0
152293,173,171,200.0
152324,173,170,200.0
152353,173,170,200.0
152384,173,171,200.0
152414,173,170,200.0
152444,173,170,200.0
152474,174,169,200.0
152505,174,171,200.0
152535,174,171,200.0
152564,174,171,200.0
152595,174,171,200.0
152625,174,171,200.0
152655,174,170,200.0
152685,174,170,200.0
152716,174,170,200.0
152745,174,171,200.0
152776,174,171,200.0
152806,174,171,200.0
152837,174,171,200.0
152866,174,171,200.0
152897,174,171,200.0
152927,174,169,200.0
152956,174,169,200.0
152987,174,169,200.0
153017,174,171,200.0
153048,174,170,200.0
153077,174,170,200.0
153108,174,170,200.0
153138,174,171,200.0
153168,174,170,200.0
153198,174,170,200.0
153228,174,169,200.0
153259,174,171,200.0
153288,174,171,200.0
153319,174,171,200.0
153349,174,171,200.0
153379,174,171,200.0
153409,174,170,200.0
153440,174,170,200.0
153469,175,169,200.0
153500,175,170,200.0
153530,175,171,200.0
153560,175,171,200.0
153590,175,171,200.0
153620,175,171,200.0
153651,175,171,200.0
153680,175,171,200.0
153711,175,170,200.0
153741,175,171,200.0
153772,175,171,200.0
153801,175,171,200.0
153831,175,171,200.0
153862,175,171,200.0
153891,175,171,200.0
153922,175,171,200.0
153952,175,171,200.0
153982,175,171,200.0
154012,175,171,200.0
154043,175,171,200.0
154073,175,171,200.0
154103,175,171,200.0
154133,175,171,200.0
154163,175,171,200.0
154193,175,171,200.0
154223,175,171,200.0
154254,175,171,200.0
154284,175,172,200.0
154314,175,171,200.0
154344,175,171,200.0
154375,175,172,200.0
154404,175,171,200.0
154435,175,171,200.0
154465,175,171,200.0
154494,175,173,200.0
154525,175,173,200.0
154555,175,173,200.0
154586,175,173,200.0
154615,175,173,200.0
154646,175,173,200.0
154676,175,172,200.0
154706,175,172,200.0
154736,175,173,200.0
154767,175,174,200.0
154797,175,173,200.0
154827,175,173,200.0
154857,175,173,200.0
154887,175,173,200.0
154917,175,172,200.0
154947,175,173,200.0
154978,175,173,200.0
155008,175,174,200.0
155038,175,174,200.0
155068,175,174,200.0
155099,175,174,200.0
155128,175,173,200.0
155158,175,172,200.0
155189,175,172,200.0
155218,175,173,200.0
155249,175,173,200.0
155279,175,173,200.0
155310,175,173,200.0
155339,175,173,200.0
155370,175,173,200.0
155400,175,172,200.0
155430,175,171,200.0
155460,175,173,200.0
155490,175,173,200.0
155521,175,173,200.0
155550,175,174,200.0
155581,175,174,200.0
155611,175,174,200.0
155641,175,173,200.0
155671,175,173,200.0
155702,175,174,200.0
155731,175,174,200.0
155761,175,174,200.0
155792,175,174,200.0
155822,175,174,200.0
155852,175,174,200.0
155882,175,173,200.0
155913,175,174,200.0
155942,175,174,200.0
155973,175,174,200.0
156003,175,175,200.0
156034,175,174,200.0
156063,175,174,200.0
156093,175,175,200.0
156124,175,173,200.0
156153,175,174,200.0
156184,175,174,200.0
156214,175,175,200.0
156244,175,175,200.0
156274,175,174,200.0
156305,175,175,200.0
156335,175,175,200.0
156365,175,174,200.0
156395,175,174,200.0
156425,175,174,200.0
156455,175,174,200.0
156485,175,175,200.0
156516,175,175,200.0
156546,175,175,200.0
156576,175,174,200.0
156606,175,174,200.0
156637,175,174,200.0
156666,175,174,200.0
156697,175,175,200.0
156727,175,175,200.0
156758,175,176,197.28
156787,175,176,197.28
156817,175,176,197.28
156848,175,176,197.28
156877,175,175,200.0
156908,175,175,200.0
156938,175,175,200.0
156968,175,176,200.0
156998,175,176,197.45
157029,175,173,197.45
157059,175,176,197.45
157088,175,176,197.45
157119,175,175,200.0
157149,175,175,200.0
157179,175,176,200.0
157209,175,176,200.0
157240,175,176,197.62
157270,175,176,197.62
157300,175,177,197.62
157330,175,176,197.62
157361,175,175,200.0
157390,175,175,200.0
157420,175,175,200.0
157451,175,175,200.0
157480,175,175,200.0
157511,175,175,200.0
157541,175,176,200.0
157572,175,175,200.0
157601,175,175,200.0
157632,175,175,200.0
157662,175,175,200.0
157691,175,176,200.0
157722,175,176,197.96
157752,175,176,197.96
157783,175,176,197.96
157812,175,176,197.96
157843,175,175,200.0
157873,175,175,200.0
157903,175,175,200.0
157933,175,176,200.0
157964,175,176,198.13
157993,175,176,198.13
158023,175,176,198.13
158054,175,176,198.13
158084,175,176,198.21
158114,175,176,198.21
158144,175,176,198.21
158175,175,177,198.21
158204,175,176,198.29
158235,175,177,198.29
158265,175,177,198.29
158296,175,177,198.29
158325,175,176,198.37
158355,175,175,198.37
158386,175,176,198.37
158415,175,176,198.37
158446,175,177,193.44
158476,175,177,193.44
158507,175,177,193.44
158536,175,177,193.44
158567,175,177,193.51
158597,175,176,193.51
158627,175,175,193.51
158657,175,177,193.51
158688,175,178,188.58
158717,175,177,188.58
158747,175,177,188.58
158778,175,178,188.58
158808,175,178,188.64
158838,175,177,188.64
158868,175,177,188.64
158899,175,176,188.64
158928,175,178,188.7
158959,175,178,188.7
158989,175,178,188.7
159019,175,175,188.7
159049,175,178,188.76
159079,175,178,188.76
159110,175,178,188.76
159139,175,178,188.76
159170,175,178,188.82
159200,175,178,188.82
159230,175,175,188.82
159260,175,178,188.82
159291,175,179,183.88
159321,175,178,183.88
159350,175,178,183.88
159381,175,178,183.88
159411,175,178,188.94
159441,175,179,188.94
159471,175,179,188.94
159502,175,179,188.94
159532,175,178,189.0
159562,175,178,189.0
159592,175,177,189.0
159622,175,175,189.0
159652,175,178,189.07
159682,175,178,189.07
159713,175,178,189.07
159742,175,178,189.07
159773,175,178,189.13
159803,175,178,189.13
159834,175,178,189.13
159863,175,178,189.13
159894,175,178,189.19
159924,175,178,189.19
159953,175,178,189.19
159984,175,178,189.19
160014,175,178,189.26
160045,175,178,189.26
160074,175,178,189.26
160105,175,178,189.26
160135,175,178,189.32
160165,175,179,189.32
160195,175,179,189.32
160226,175,176,189.32
160256,175,178,189.38
160285,175,178,189.38
160316,175,178,189.38
160346,175,178,189.38
160376,175,178,189.45
160406,175,178,189.45
160437,175,178,189.45
160466,175,178,189.45
160497,175,178,189.51
160527,175,178,189.51
160558,175,178,189.51
160587,176,178,189.51
160618,176,179,184.57
160648,176,179,184.57
160677,176,179,184.57
160708,176,179,184.57
160738,176,179,184.62
160769,176,179,184.62
160798,176,178,184.62
160829,176,177,184.62
160859,176,179,184.68
160889,176,179,184.68
160919,176,179,184.68
160949,176,179,184.68
160979,176,179,184.73
161009,176,179,184.73
161040,176,179,184.73
161070,176,179,184.73
161100,176,180,179.78
161130,176,181,179.78
161161,176,181,179.78
161190,176,181,179.78
161221,176,178,189.84
161251,176,181,189.84
161281,176,180,189.84
161311,176,180,189.84
161341,176,181,174.88
161372,176,181,174.88
161401,176,181,174.88
161432,176,181,174.88
161462,176,181,174.91
161492,176,181,174.91
161522,176,180,174.91
161552,176,181,174.91
161583,176,181,174.95
161612,176,177,174.95
161643,176,181,174.95
161673,176,181,174.95
161703,176,181,174.98
161733,176,181,174.98
161764,176,179,174.98
161794,176,179,174.98
161824,176,178,190.05
161854,176,180,190.05
161884,176,181,190.05
161914,176,180,190.05
161944,176,180,180.1
161975,176,180,180.1
162004,176,180,180.1
162035,176,180,180.1
162065,176,180,180.14
162096,176,181,180.14
162125,176,181,180.14
162156,176,181,180.14
162186,176,181,175.18
162215,176,178,175.18
162246,176,180,175.18
162276,176,180,175.18
162307,176,180,180.23
162336,176,181,180.23
162367,176,181,180.23
162397,176,181,180.23
162427,176,178,190.29
162457,176,181,190.29
162488,176,180,190.29
162518,176,180,190.29
162548,176,181,175.33
162578,176,181,175.33
162608,176,179,175.33
162638,176,181,175.33
162668,176,181,175.37
162699,176,181,175.37
162728,176,181,175.37
162759,176,181,175.37
162789,176,181,175.41
162820,176,178,175.41
162849,176,181,175.41
162879,176,182,175.41
162910,176,181,175.44
162939,176,181,175.44
162970,176,181,175.44
163000,176,181,175.44
163031,176,179,185.5
163060,176,182,185.5
163091,176,182,185.5
163121,176,182,185.5
163151,176,182,170.53
163181,176,181,170.53
163211,176,179,170.53
163241,176,181,170.53
163271,176,182,170.56
163302,176,183,170.56
163332,176,183,170.56
163362,176,182,170.56
163392,176,183,165.58
163423,176,179,165.58
163452,176,182,165.58
163482,176,182,165.58
163513,176,183,165.59
163543,176,183,165.59
163573,176,183,165.59
163603,176,179,165.59
163634,176,183,165.61
163663,176,183,165.61
163694,176,183,165.61
163724,176,183,165.61
163755,176,183,165.63
163784,176,184,165.63
163814,176,180,165.63
163845,176,184,165.63
163874,176,184,160.64
163905,176,183,160.64
163935,176,182,160.64
163965,176,182,160.64
163995,176,180,180.69
164026,176,180,180.69
164056,176,182,180.69
164086,176,183,180.69
164116,176,183,165.71
164146,176,183,165.71
164176,176,182,165.71
164206,176,180,165.71
164237,176,182,170.74
164267,176,183,170.74
164297,176,183,170.74
164327,176,183,170.74
164358,176,183,165.76
164387,176,183,165.76
164418,176,181,165.76
164448,176,182,165.76
164478,176,182,170.79
164508,176,183,170.79
164538,176,183,170.79
164569,176,184,170.79
164598,176,183,165.81
164629,176,181,165.81
164659,176,182,165.81
164689,176,182,165.81
164719,176,182,170.84
164750,176,184,170.84
164780,176,184,170.84
164809,176,181,170.84
164840,176,184,160.85
164870,176,184,160.85
164900,176,183,160.85
164930,176,183,160.85
164961,176,184,160.86
164990,176,181,160.86
165021,176,181,160.86
165051,176,184,160.86
165082,176,184,160.87
165111,176,184,160.87
165141,176,183,160.87
165172,176,183,160.87
165201,176,181,175.91
165232,176,184,175.91
165262,176,184,175.91
165293,176,184,175.91
165322,176,184,160.92
165353,176,184,160.92
165383,176,184,160.92
165412,176,181,160.92
165443,176,184,160.93
165473,176,185,160.93
165504,176,185,160.93
165533,176,185,160.93
165564,176,185,155.93
165594,176,181,155.93
165624,176,181,155.93
165654,176,184,155.93
165685,176,185,155.93
165714,176,185,155.93
165744,176,185,155.93
165775,176,185,155.93
165805,176,182,170.97
165835,176,185,170.97
165865,176,184,170.97
165896,176,185,170.97
165925,176,184,160.98
165956,176,185,160.98
165986,176,185,160.98
166017,176,183,160.98
166046,176,186,150.97
166076,176,185,150.97
166107,176,184,150.97
166136,176,184,150.97
166167,176,184,160.98
166197,176,182,160.98
166227,176,182,160.98
166257,176,185,160.98
166288,176,185,155.98
166318,176,185,155.98
166348,176,184,155.98
166378,176,184,155.98
166409,176,182,171.02
166438,176,185,171.02
166468,176,185,171.02
166499,176,185,171.02
166529,176,185,156.02
166559,176,185,156.02
166589,176,182,156.02
166620,176,183,156.02
166649,176,184,161.03
166680,176,185,161.03
166710,176,185,161.03
166739,176,185,161.03
166770,176,185,156.04
166800,176,183,156.04
166831,176,183,156.04
166860,176,184,156.04
166891,176,184,161.05
166921,176,185,161.05
166951,176,185,161.05
166981,176,185,161.05
167012,176,183,166.07
167042,176,185,166.07
167071,176,185,166.07
167102,176,185,166.07
167132,176,184,161.09
167162,176,186,161.09
167192,176,183,161.09
167223,176,183,161.09
167252,176,186,151.08
167283,176,186,151.08
167313,176,185,151.08
167343,176,185,151.08
167373,176,185,156.08
167403,176,183,156.08
167434,176,186,156.08
167463,176,186,156.08
167494,176,186,151.08
167524,176,186,151.08
167555,176,186,151.08
167584,176,184,151.08
167615,176,184,161.09
167645,176,186,161.09
167674,176,187,161.09
167705,176,187,161.09
167735,177,187,146.08
167766,177,187,146.08
167795,177,184,146.08
167826,177,184,146.08
167856,177,187,146.06
167886,177,187,146.06
167916,177,187,146.06
167947,177,187,146.06
167976,177,184,161.08
168006,177,184,161.08
168037,177,187,161.08
168067,177,187,161.08
168097,177,187,146.06
168127,177,187,146.06
168158,177,187,146.06
168187,177,184,146.06
168218,177,184,161.08
168248,177,187,161.08
168279,177,187,161.08
168308,177,186,161.08
168339,177,187,146.06
168369,177,187,146.06
168398,177,184,146.06
168429,177,184,146.06
168459,177,187,146.05
168489,177,187,146.05
168519,177,186,146.05
168550,177,186,146.05
168580,177,184,161.06
168610,177,184,161.06
168640,177,187,161.06
168670,177,187,161.06
168700,177,187,146.05
168730,177,187,146.05
168761,177,187,146.05
168791,177,184,146.05
168821,177,184,161.06
168851,177,187,161.06
168882,177,187,161.06
168911,177,187,161.06
168942,177,187,146.05
168972,177,187,146.05
169001,177,184,146.05
169032,177,187,146.05
169062,177,187,146.04
169093,177,187,146.04
169122,177,187,146.04
169153,177,187,146.04
169183,177,185,156.04
169213,177,185,156.04
169243,177,187,156.04
169273,177,187,156.04
169304,177,187,146.03
169333,177,187,146.03
169364,177,187,146.03
169394,177,185,146.03
169424,177,185,156.04
169454,177,187,156.04
169485,177,187,156.04
169515,177,187,156.04
169545,177,187,146.02
169575,177,187,146.02
169605,177,185,146.02
169635,177,187,146.02
169665,177,187,146.01
169696,177,188,146.01
169725,177,187,146.01
169756,177,187,146.01
169786,177,185,156.02
169817,177,185,156.02
169846,177,188,156.02
169877,177,189,156.02
169907,177,188,141.0
169936,177,189,141.0
169967,177,188,141.0
169997,177,185,141.0
170028,177,185,156.0
170057,177,189,156.0
170088,177,189,156.0
170118,177,189,156.0
170148,177,189,135.97
170178,177,186,135.97
170209,177,185,135.97
170238,177,188,135.97
170269,177,188,140.95
170299,177,189,140.95
170329,177,189,140.95
170359,177,189,140.95
170389,177,185,155.96
170420,177,186,155.96
170449,177,187,155.96
170480,177,187,155.96
170510,177,187,145.94
170541,177,188,145.94
170570,177,188,145.94
170600,177,186,145.94
170631,177,186,150.94
170660,177,188,150.94
170691,177,187,150.94
170721,177,187,150.94
170752,177,188,140.92
170781,177,186,140.92
170812,177,186,140.92
170842,177,189,140.92
170872,177,188,140.9
170902,177,189,140.9
170932,177,188,140.9
170962,177,187,140.9
170992,177,187,145.89
171023,177,187,145.89
171053,177,189,145.89
171083,177,189,145.89
171113,177,189,135.86
171144,177,189,135.86
171173,177,187,135.86
171203,177,187,135.86
171234,177,189,135.83
171264,177,189,135.83
171294,177,189,135.83
171324,177,189,135.83
171355,177,189,135.8
171384,177,187,135.8
171415,177,187,135.8
171445,177,188,135.8
171475,177,189,135.77
171505,177,189,135.77
171535,177,189,135.77
171566,177,189,135.77
171595,177,187,145.76
171626,177,186,145.76
171656,177,188,145.76
171686,177,189,145.76
171716,177,189,135.73
171747,177,189,135.73
171777,177,187,135.73
171807,177,187,135.73
171837,177,189,135.7
171867,177,189,135.7
171897,177,188,135.7
171927,177,188,135.7
171958,177,190,130.66
171987,177,187,130.66
172018,177,187,130.66
172048,177,190,130.66
172079,177,190,130.62
172108,177,190,130.62
172139,177,190,130.62
172169,177,187,130.62
172199,177,187,145.61
172229,177,187,145.61
172259,177,191,145.61
172290,177,190,145.61
172319,177,190,130.57
172350,177,190,130.57
172380,177,187,130.57
172410,177,187,130.57
172440,177,190,130.53
172471,177,190,130.53
172500,177,191,130.53
172530,177,190,130.53
172561,177,190,130.49
172591,177,187,130.49
172621,177,188,130.49
172651,177,189,130.49
172682,177,190,130.45
172711,177,190,130.45
172742,177,190,130.45
172772,177,187,130.45
172803,177,187,145.44
172832,177,190,145.44
172862,177,190,145.44
172893,177,190,145.44
172922,177,190,130.41
172953,177,190,130.41
172983,177,187,130.41
173014,177,188,130.41
173043,177,190,130.37
173074,177,190,130.37
173104,177,190,130.37
173133,177,190,130.37
173164,177,187,145.36
173194,177,187,145.36
173224,177,187,145.36
173254,177,190,145.36
173285,177,190,130.32
173315,177,190,130.32
173345,177,190,130.32
173375,177,187,130.32
173406,177,188,140.3
173435,177,191,140.3
173465,177,190,140.3
173496,177,190,140.3
173526,177,190,130.27
173556,177,190,130.27
173586,177,188,130.27
173617,177,188,130.27
173646,177,190,130.23
173677,177,191,130.23
173707,177,190,130.23
173737,177,191,130.23
173767,177,189,135.2
173797,177,188,135.2
173828,177,188,135.2
173857,177,190,135.2
173888,177,190,130.16
173918,177,190,130.16
173948,177,190,130.16
173978,177,188,130.16
174009,177,188,140.15
174039,177,190,140.15
174069,177,190,140.15
174099,177,190,140.15
174130,177,192,120.09
174159,177,188,120.09
174189,177,188,120.09
