0.0,40
0.501,40
1.002,40
1.501,40
2.002,40
2.503,40
3.004,40
3.504,40
4.005,40
4.505,40
5.006,40
5.506,41
6.007,41
6.508,41
7.008,40
7.508,41
8.009,41
8.51,41
9.01,42
9.511,42
10.012,42
10.512,42
11.012,43
11.513,43
12.014,43
12.515,43
13.015,43
13.515,44
14.016,44
14.516,44
15.017,45
15.518,45
16.019,46
16.518,46
17.019,46
17.52,46
18.021,47
18.521,48
19.022,48
19.522,48
20.022,48
20.523,50
21.024,50
21.525,51
22.025,51
22.525,51
23.026,52
23.527,53
24.027,53
24.528,54
25.029,54
25.529,55
26.029,56
26.53,56
27.031,57
27.531,57
28.032,58
28.532,59
29.033,59
29.533,60
30.034,61
30.535,62
31.036,62
31.535,63
32.036,64
32.537,65
33.038,65
33.538,65
34.039,66
34.539,67
35.039,68
35.54,69
36.041,70
36.542,70
37.042,71
37.542,72
38.043,73
38.544,74
39.044,75
39.545,76
40.046,76
40.546,77
41.046,78
41.547,79
42.048,80
42.548,81
43.049,82
43.549,83
44.05,84
44.55,84
45.051,85
45.552,86
46.053,86
46.552,88
47.053,89
47.554,89
48.054,90
48.555,91
49.056,92
49.556,93
50.056,94
50.557,95
51.058,95
51.559,97
52.059,97
52.559,97
53.06,99
53.561,100
54.061,101
54.562,102
55.063,103
55.563,104
56.063,105
56.564,105
57.065,106
57.565,107
58.066,108
58.567,109
59.068,110
59.568,111
60.068,111
60.569,112
61.07,114
61.57,114
62.071,115
62.572,116
63.072,117
63.573,118
64.073,119
64.574,119
65.074,121
65.575,122
66.076,122
66.577,123
67.077,124
67.578,125
68.078,126
68.579,127
69.079,127
69.58,128
70.081,129
70.581,130
71.082,130
71.583,132
72.083,133
72.583,133
73.084,134
73.585,135
74.086,135
74.586,136
75.087,137
75.588,138
76.088,139
76.588,140
77.089,141
77.59,142
78.09,143
78.591,144
79.092,144
79.593,145
80.092,146
80.593,146
81.094,147
81.595,148
82.095,149
82.596,150
83.097,150
83.598,152
84.097,152
84.598,153
85.099,154
85.599,154
86.1,155
86.601,157
87.102,157
87.602,158
88.103,159
88.603,160
89.104,160
89.604,161
90.105,161
90.606,162
91.107,163
91.607,163
92.108,164
92.608,165
93.108,166
93.609,166
94.11,167
94.611,168
95.111,169
95.612,169
96.113,171
96.613,171
97.113,172
97.614,173
98.115,173
98.616,174
99.116,175
99.617,176
100.118,176
100.617,177
101.118,178
101.619,179
102.12,179
102.62,180
103.121,181
103.622,182
104.123,182
104.622,182
105.123,183
105.624,184
106.125,184
106.625,185
107.126,186
107.627,187
108.127,187
108.627,188
109.128,189
109.629,190
110.129,190
110.63,190
111.131,191
111.632,192
112.132,192
112.632,193
113.133,193
113.634,195
114.134,195
114.635,195
115.136,195
115.636,197
116.137,197
116.638,198
117.138,198
117.638,199
118.139,199
118.64,201
119.141,201
119.641,201
120.142,202
120.643,203
121.142,203
121.643,203
122.144,204
122.645,205
123.145,206
123.646,206
124.147,206
124.648,207
125.147,208
125.648,209
126.149,209
126.65,209
127.15,210
127.651,210
128.152,211
128.653,211
129.152,212
129.653,213
130.154,214
130.654,214
131.155,214
131.656,214
132.157,215
132.657,215
133.157,217
133.658,217
134.159,217
134.659,218
135.16,218
135.661,219
136.162,220
136.662,220
137.162,220
137.663,221
138.163,221
138.664,222
139.165,222
139.666,222
140.166,223
140.667,224
141.167,224
141.668,225
142.168,225
142.669,225
143.17,226
143.67,227
144.171,228
144.672,228
145.173,228
145.672,228
146.173,229
146.674,230
147.175,230
147.675,230
148.176,230
148.677,231
149.178,232
149.677,232
150.178,233
150.679,233
151.179,233
151.68,234
152.181,234
152.682,235
153.182,235
153.682,236
154.183,236
154.684,236
155.184,237
155.685,237
156.186,238
156.687,238
157.187,239
157.687,239
158.188,239
158.688,240
159.189,241
159.69,241
160.191,241
160.691,241
161.192,242
161.692,242
162.193,243
162.693,244
163.194,244
163.695,244
164.196,244
164.696,245
165.197,245
165.697,246
166.197,246
166.698,247
167.199,247
167.7,247
168.2,248
168.701,248
169.202,249
169.703,249
170.202,250
170.703,250
171.204,250
171.705,250
172.205,251
172.706,251
173.207,252
173.707,252
174.207,252
174.708,253
175.209,253
175.709,254
176.21,254
176.711,254
177.212,255
177.712,255
178.212,255
178.713,255
179.214,256
179.714,256
180.215,257
180.716,257
181.216,258
181.717,258
182.217,258
182.718,258
183.218,259
183.719,259
184.22,260
184.721,260
185.221,260
185.722,260
186.222,261
186.723,261
187.223,261
187.724,262
188.225,262
188.725,263
189.226,263
189.727,263
190.227,263
190.727,264
191.228,265
191.729,265
192.23,265
192.73,266
193.231,266
193.732,266
194.233,266
194.732,266
195.233,266
195.734,267
196.234,267
196.735,268
197.236,269
197.737,269
198.237,269
198.737,269
199.238,269
199.739,269
200.239,270
200.74,271
201.241,271
201.742,271
202.242,271
202.742,271
203.243,271
203.743,272
204.244,273
204.745,273
205.246,273
205.746,274
206.247,274
206.747,274
207.248,274
207.748,275
208.249,275
208.75,275
209.251,275
209.751,277
210.252,277
210.752,277
211.252,277
211.753,278
212.254,277
212.755,278
213.255,278
213.756,279
214.257,279
214.757,279
215.257,279
215.758,280
216.259,280
216.76,280
217.26,281
217.761,281
218.262,281
218.762,282
219.262,282
219.763,282
220.264,282
220.764,282
221.265,283
221.766,283
222.267,284
222.767,284
223.267,285
223.768,285
224.269,285
224.769,285
225.27,285
225.771,285
226.271,285
226.772,286
227.272,286
227.773,287
228.273,287
228.774,287
229.275,287
229.776,288
230.276,288
230.777,288
231.277,288
231.778,289
232.278,289
232.779,289
233.28,289
233.78,290
234.281,290
234.782,290
235.282,290
235.782,290
236.283,290
236.784,290
237.285,291
237.785,291
238.286,291
238.787,291
239.288,292
239.787,292
240.288,293
240.789,293
241.289,293
241.79,293
242.291,293
242.792,294
243.292,295
243.792,295
244.293,295
244.794,296
245.294,296
245.795,296
246.296,296
246.797,296
247.297,296
247.797,296
248.298,296
248.798,296
249.299,296
249.8,296
250.301,296
250.801,296
251.302,296
251.802,296
252.303,295
252.803,295
253.304,295
253.805,295
254.306,295
254.806,294
255.307,294
255.807,293
256.307,293
256.808,293
257.309,293
257.81,293
258.31,293
258.811,293
259.312,293
259.812,292
260.312,292
260.813,292
261.314,291
261.814,290
262.315,290
262.816,290
263.317,290
